model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2
319,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'poisson'}
320,1.0948342566003912,0.7985418181223545,1.1986620494257312,0.6376690352901554,0.8086415389438945,0.5923333994214877,0.300656015047408,0.6501188130956119,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'squared_error'}
321,1.0953992035337157,0.7985418181223545,1.1998994151022988,0.6376690352901554,0.8098789046204621,0.5923333994214877,0.29993408992805604,0.6501188130956119,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'friedman_mse'}
322,0.9228675810743425,0.7830032349030671,0.8516845721980082,0.6130940658686678,0.6871430438943894,0.567882227355372,0.5030955698239088,0.6636027977231809,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'absolute_error'}
323,1.056770327930051,0.801145816991853,1.116763525993388,0.6418346200835437,0.7637600881188119,0.5969707104958678,0.34843865717439304,0.6478332077564749,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'poisson'}
324,1.0952082903542661,0.7985418181223545,1.1994811992607146,0.6376690352901554,0.8094606887788779,0.5923333994214877,0.3001780925919961,0.6501188130956119,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'squared_error'}
325,1.1135055953213122,0.7985418181223545,1.2398947108118699,0.6376690352901554,0.8220321112211222,0.5923333994214877,0.2765993480846072,0.6501188130956119,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'friedman_mse'}
326,0.9318381890016296,0.7823629023622187,0.8683224104818368,0.6120917109926346,0.6894172438943894,0.5677441352892562,0.4933884366649137,0.664152777562748,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'absolute_error'}
327,1.0451390719845697,0.801145816991853,1.0923156797887674,0.6418346200835437,0.7578793277227722,0.5969707104958678,0.362702439194053,0.6478332077564749,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'poisson'}
328,1.15288785256019,1.1640474235252511,1.3291504005808465,1.3550064042157752,0.879234000330033,0.8984009047107437,0.22452426170589557,0.2565245876266534,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'squared_error'}
329,1.113693371917717,0.7985490054674983,1.2403129266534538,0.6376805141331305,0.8224503270627064,0.5923448782644629,0.2763553454206672,0.650112514795111,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'friedman_mse'}
330,1.201636263663761,1.236366211996344,1.4439297101518038,1.5286014101661884,0.9458901653465347,0.9636252576033059,0.1575577470123527,0.16127513475810118,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'absolute_error'}
331,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'poisson'}
332,1.15288785256019,1.1640474235252511,1.3291504005808465,1.3550064042157752,0.879234000330033,0.8984009047107437,0.22452426170589557,0.2565245876266534,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'squared_error'}
333,1.101506408623033,0.7985490054674983,1.2133163682376122,0.6376805141331305,0.8127937818481848,0.5923448782644629,0.2921061408609543,0.650112514795111,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'friedman_mse'}
334,1.201636263663761,1.236366211996344,1.4439297101518038,1.5286014101661884,0.9458901653465347,0.9636252576033059,0.1575577470123527,0.16127513475810118,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'absolute_error'}
335,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'poisson'}
336,1.150029982642577,1.1741374482386087,1.3225689609768863,1.3785987473562713,0.8939131277227723,0.9332196647107436,0.22836411815381064,0.24357975800026843,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'squared_error'}
337,1.1012566182296968,0.7986970217048753,1.212766139194708,0.6379169324802381,0.8122435528052806,0.5925812966115703,0.29242716493248955,0.6499827949446649,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'friedman_mse'}
338,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'absolute_error'}
339,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'poisson'}
340,1.150029982642577,1.1741374482386087,1.3225689609768863,1.3785987473562713,0.8939131277227723,0.9332196647107436,0.22836411815381064,0.24357975800026843,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'squared_error'}
341,1.1135203068863062,0.7986970217048753,1.2399274738481734,0.6379169324802381,0.8220648742574258,0.5925812966115703,0.27658023291167033,0.6499827949446649,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'friedman_mse'}
342,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'absolute_error'}
343,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'poisson'}
344,1.2793973733225634,1.310439755064609,1.636857638864675,1.717252351653792,0.9876093092409242,1.0288516665289258,0.04499642371080215,0.05776467452651901,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'squared_error'}
345,1.1098999160659293,0.7990154030420313,1.2318778236831567,0.6384256142984198,0.8149569224422442,0.5930899784297521,0.28127669796332866,0.6497036874634288,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'friedman_mse'}
346,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'absolute_error'}
347,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'poisson'}
348,1.2793973733225634,1.310439755064609,1.636857638864675,1.717252351653792,0.9876093092409242,1.0288516665289258,0.04499642371080215,0.05776467452651901,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'squared_error'}
349,1.0914644481177291,0.7990154030420313,1.1912946415049388,0.6384256142984198,0.8022158293729373,0.5930899784297521,0.3049544346199361,0.6497036874634288,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'friedman_mse'}
350,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'absolute_error'}
351,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'poisson'}
352,1.0511037778145231,0.8132811361174779,1.1048191517359622,0.6614262063645355,0.7842159290429044,0.6094329850413223,0.35540744899937426,0.6370835444013866,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'squared_error'}
353,1.0511037778145231,0.8132811361174779,1.1048191517359622,0.6614262063645355,0.7842159290429044,0.6094329850413223,0.35540744899937426,0.6370835444013866,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'friedman_mse'}
354,0.9429481553527514,0.835575653652083,0.8891512236831567,0.6981866729761057,0.6925386254125412,0.6003198696694214,0.4812361329918118,0.6169135267630628,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'absolute_error'}
355,1.0628882445407075,0.8158149498999379,1.1297314203828268,0.665554032480238,0.7724923838283828,0.6185488845454545,0.34087270566779504,0.6348186567860741,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'poisson'}
356,1.0511037778145231,0.8132811361174779,1.1048191517359622,0.6614262063645355,0.7842159290429044,0.6094329850413223,0.35540744899937426,0.6370835444013866,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'squared_error'}
357,1.0513499026216546,0.8132811361174779,1.1053366177425628,0.6614262063645355,0.784733395049505,0.6094329850413223,0.355105540100776,0.6370835444013866,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'friedman_mse'}
358,0.954611894210231,0.835575653652083,0.9112838685676452,0.6981866729761057,0.6985093877887789,0.6003198696694214,0.4683231254610617,0.6169135267630628,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'absolute_error'}
359,1.062644792193622,0.8158149498999379,1.1292139543762258,0.665554032480238,0.7719749178217823,0.6185488845454545,0.3411746145663933,0.6348186567860741,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'poisson'}
360,1.15288785256019,1.1640474235252511,1.3291504005808465,1.3550064042157752,0.879234000330033,0.8984009047107437,0.22452426170589557,0.2565245876266534,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'squared_error'}
361,1.0703971829623422,0.8132811361174779,1.145750129293718,0.6614262063645355,0.7973048174917492,0.6094329850413223,0.33152679559338716,0.6370835444013866,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'friedman_mse'}
362,1.201636263663761,1.236366211996344,1.4439297101518038,1.5286014101661884,0.9458901653465347,0.9636252576033059,0.1575577470123527,0.16127513475810118,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'absolute_error'}
363,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'poisson'}
364,1.15288785256019,1.1640474235252511,1.3291504005808465,1.3550064042157752,0.879234000330033,0.8984009047107437,0.22452426170589557,0.2565245876266534,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'squared_error'}
365,1.0513499026216546,0.8132811361174779,1.1053366177425628,0.6614262063645355,0.784733395049505,0.6094329850413223,0.355105540100776,0.6370835444013866,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'friedman_mse'}
366,1.201636263663761,1.236366211996344,1.4439297101518038,1.5286014101661884,0.9458901653465347,0.9636252576033059,0.1575577470123527,0.16127513475810118,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'absolute_error'}
367,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'poisson'}
368,1.150029982642577,1.1741374482386087,1.3225689609768863,1.3785987473562713,0.8939131277227723,0.9332196647107436,0.22836411815381064,0.24357975800026843,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'squared_error'}
369,1.0527923504918308,0.8136590476782445,1.108371733254114,0.6620410458686677,0.7863329726072608,0.6097495503305785,0.3533347409187576,0.6367461894985198,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'friedman_mse'}
370,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'absolute_error'}
371,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'poisson'}
372,1.150029982642577,1.1741374482386087,1.3225689609768863,1.3785987473562713,0.8939131277227723,0.9332196647107436,0.22836411815381064,0.24357975800026843,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'squared_error'}
373,1.053040541213363,0.8136590476782445,1.1088943814389325,0.6620410458686677,0.7868556207920793,0.6097495503305785,0.35302980854480426,0.6367461894985198,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'friedman_mse'}
374,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'absolute_error'}
375,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'splitter': 'random', 'criterion': 'poisson'}
376,1.2793973733225634,1.310439755064609,1.636857638864675,1.717252351653792,0.9876093092409242,1.0288516665289258,0.04499642371080215,0.05776467452651901,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'squared_error'}
377,1.053286213450804,0.8136590476782445,1.109411847445533,0.6620410458686677,0.7873730867986799,0.6097495503305785,0.3527278996462061,0.6367461894985198,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'friedman_mse'}
378,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'absolute_error'}
379,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'best', 'criterion': 'poisson'}
380,1.2793973733225634,1.310439755064609,1.636857638864675,1.717252351653792,0.9876093092409242,1.0288516665289258,0.04499642371080215,0.05776467452651901,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'squared_error'}
381,1.0722990995970705,0.8136590476782445,1.1498253589966883,0.6620410458686677,0.7999445092409242,0.6097495503305785,0.32914915513881715,0.6367461894985198,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'friedman_mse'}
382,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'absolute_error'}
383,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'splitter': 'random', 'criterion': 'poisson'}
384,1.0950382391201239,0.7862563089663122,1.1991087451353017,0.6181989833893289,0.7988884854785478,0.5808506230578513,0.3003953961701006,0.6608017920253502,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'squared_error'}
385,1.0988516009201938,0.7862563089663122,1.207474840844873,0.6181989833893289,0.7992980570957096,0.5808506230578513,0.29551430502783127,0.6608017920253502,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'friedman_mse'}
386,0.947926922334099,0.7704437374951705,0.898565450085797,0.5935835526455272,0.704125798349835,0.5609922850413223,0.47574352345201487,0.6743079772847382,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'absolute_error'}
387,1.0548555713880632,0.7918796599143225,1.1127202764884372,0.6270733957860232,0.7632600722772278,0.5901452463636364,0.35079763919297324,0.6559325106731178,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'best', 'criterion': 'poisson'}
388,1.0782765018501668,0.7862563089663122,1.1626802144422326,0.6181989833893289,0.787244100660066,0.5808506230578513,0.32164915475290057,0.6608017920253502,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'squared_error'}
389,1.0975268116228467,0.7862563089663122,1.2045651022310115,0.6181989833893289,0.7972874570957096,0.5808506230578513,0.29721195466841444,0.6608017920253502,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'friedman_mse'}
390,0.9601213206755853,0.7704437374951705,0.92183295041583,0.5935835526455272,0.7127525297029703,0.5609922850413223,0.46216839908023144,0.6743079772847382,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'absolute_error'}
391,1.0144735040156658,0.7918796599143225,1.0291564903498231,0.6270733957860232,0.7470530696369637,0.5901452463636364,0.39955185746817645,0.6559325106731178,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'splitter': 'random', 'criterion': 'poisson'}
392,1.15288785256019,1.1640474235252511,1.3291504005808465,1.3550064042157752,0.879234000330033,0.8984009047107437,0.22452426170589557,0.2565245876266534,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'squared_error'}
393,1.1057369320761081,0.7863425621459272,1.222654162957084,0.6183346250422215,0.8086488181518152,0.5809862647107438,0.28665812440551286,0.6607273671122977,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'friedman_mse'}
394,1.201636263663761,1.236366211996344,1.4439297101518038,1.5286014101661884,0.9458901653465347,0.9636252576033059,0.1575577470123527,0.16127513475810118,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'absolute_error'}
395,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'best', 'criterion': 'poisson'}
396,1.15288785256019,1.1640474235252511,1.3291504005808465,1.3550064042157752,0.879234000330033,0.8984009047107437,0.22452426170589557,0.2565245876266534,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'squared_error'}
397,1.0963122838330128,0.7863425621459272,1.2019006236831566,0.6183346250422215,0.7989504254125415,0.5809862647107438,0.2987665104720042,0.6607273671122977,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'friedman_mse'}
398,1.201636263663761,1.236366211996344,1.4439297101518038,1.5286014101661884,0.9458901653465347,0.9636252576033059,0.1575577470123527,0.16127513475810118,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'absolute_error'}
399,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'splitter': 'random', 'criterion': 'poisson'}
400,1.150029982642577,1.1741374482386087,1.3225689609768863,1.3785987473562713,0.8939131277227723,0.9332196647107436,0.22836411815381064,0.24357975800026843,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'squared_error'}
401,1.0803520627363723,0.7863698710741216,1.1671605794587343,0.6183775741331305,0.7868258848184818,0.5810292138016528,0.31903514330056204,0.6607038014723308,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'friedman_mse'}
402,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'absolute_error'}
403,1.4007254228262596,1.430472290874443,1.9620317101518037,2.0462509749595768,1.0804501429042905,1.1190031630578512,-0.14472221377016958,-0.12275283917047197,DecisionTreeRegressor,{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'splitter': 'best', 'criterion': 'poisson'}
