model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2
24,0.8099285274263748,0.6948022216093742,0.655984219539056,0.482750127153322,0.6288122345554262,0.5468479884974794,0.25655640520144596,0.48504223349818376,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
25,0.812083888065879,0.6920709620874503,0.659480241256195,0.4789622165646491,0.6316917548973474,0.5443461288029667,0.25259427490094877,0.48908286211065854,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
26,0.8127750973448973,0.6930042282081968,0.6606033588640072,0.48025486031443865,0.6307207610851966,0.5451457357017557,0.2513214171600716,0.4877039770501834,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
27,0.7456127105378855,0.3627707415415168,0.5559383141156526,0.13160261091858197,0.5644481047334304,0.2944697468415498,0.3699409735453537,0.8596172579299668,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
28,0.7518803093406675,0.3693262269743189,0.5653239995742179,0.1364018619310861,0.569399363328396,0.2986865086994479,0.3593039375784407,0.8544978152964576,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
29,0.7576387081387491,0.38075302063053335,0.5740164120701526,0.14497286271927534,0.5724480683496933,0.30672241609068707,0.34945260548696067,0.8453549830643918,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
30,0.8726936944234358,0.30546794047259523,0.7615942842864252,0.09331066265656898,0.6507080047989922,0.25770541134716735,0.1368658336235764,0.9004639300339943,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
31,0.8624442272129094,0.3266425637839106,0.7438100450528724,0.1066953644753261,0.6414699618055767,0.2698349978521488,0.1570211641219844,0.886186241088527,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
32,0.867478313898582,0.34884426127711865,0.7525186250843267,0.12169231862597862,0.6603782792594648,0.2859915664525393,0.1471515089514308,0.870188735175292,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
33,1.036598054866306,0.30475998625712947,1.0745355273526092,0.09287864922344573,0.7729552296227699,0.25727339791404413,-0.21779843386342557,0.9009247661065435,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
34,1.0390723491325977,0.32248228798076894,1.0796713467319352,0.1039948260613116,0.7610338560737626,0.2682940738878723,-0.22361898854732498,0.8890669513189596,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
35,1.0586509440601781,0.33918904235165265,1.1207418213595062,0.1150492064514312,0.7726150728038372,0.2786526413703845,-0.27016520168437186,0.8772750558526131,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
36,0.774165397424076,0.5760850425538723,0.5993320625687776,0.33187397625429677,0.5914932425520738,0.4522176905667349,0.32076173511116646,0.6459843882802104,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
37,0.7725453127175326,0.5736456602945706,0.5968262602018303,0.3290693435747939,0.5907168850879874,0.45088459445041384,0.3236016246451664,0.6489761376330513,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
38,0.7707622437168873,0.5786327739180117,0.5940744363394904,0.33481588705205284,0.5874868542101902,0.4549456940383372,0.32672033659513977,0.6428462020251524,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
39,0.7546079560457547,0.32314980488335404,0.5694331673275517,0.10442579639614978,0.5678110792336317,0.26872504422271054,0.3546469132855158,0.8886072279370819,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
40,0.7667530406474391,0.3392835049645866,0.5879102253420934,0.11511329674105467,0.5794291479403144,0.2782529301178774,0.33370639364727706,0.8772066896512543,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
41,0.7577702324297091,0.36314274748197617,0.5742157251565754,0.1318726550487583,0.5766226526436752,0.2947397909717261,0.34922671889846224,0.8593291972660525,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
42,0.8912242447798044,0.3047439200588127,0.7942806544833327,0.092868856812812,0.6590631028784677,0.2572636055034104,0.09982153920871895,0.9009352118374194,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
43,0.8561229754962847,0.3266425637839106,0.7329465491726121,0.1066953644753261,0.640486866735029,0.2698349978521488,0.16933304021402684,0.886186241088527,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
44,0.8551516056498701,0.34884426127711865,0.731284268645551,0.12169231862597862,0.655349850403037,0.2859915664525393,0.17121694499983153,0.870188735175292,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
45,1.066367313269914,0.304743599486128,1.1371392468104953,0.0928686614277616,0.7862829409357568,0.25726341011835996,-0.2887488208624227,0.9009354202579739,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
46,1.0415413849116089,0.32248228798076894,1.084808456483592,0.1039948260613116,0.7653449222001978,0.2682940738878723,-0.22944100564299563,0.8890669513189596,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
47,1.0636562263636282,0.33918904235165265,1.131364567882114,0.1150492064514312,0.7764930436776887,0.2786526413703845,-0.28220423040818887,0.8772750558526131,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
48,1.0009538110837433,1.0197369505906524,1.00190853192307,1.0398634483999227,0.7657292672423931,0.7627494212744308,-0.1354884133579095,-0.10924001618093837,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
49,1.0009538110837433,1.0197369505906524,1.00190853192307,1.0398634483999227,0.7657292672423931,0.7627494212744308,-0.1354884133579095,-0.10924001618093837,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
50,1.0009538110837433,1.0197369505906524,1.00190853192307,1.0398634483999227,0.7657292672423931,0.7627494212744308,-0.1354884133579095,-0.10924001618093837,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
51,0.8460729629663425,0.7785173047020979,0.7158394586626459,0.6060891937206192,0.647133789026183,0.5906121804009024,0.18872094084707913,0.3534743546527743,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
52,0.8500143500600503,0.7793652366996279,0.7225243953080097,0.607410172175867,0.6488970766239739,0.5867049371596132,0.18114473217833682,0.3520652444803489,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
53,0.847812369650491,0.7894402666434307,0.7187858141323809,0.6232159345980509,0.6487907591318909,0.593465867713142,0.1853817612803612,0.33520496903561325,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
54,0.8289985935049329,0.5703881622866587,0.6872386680331569,0.3253426556767517,0.619457719746545,0.42366605734295987,0.22113494405985312,0.6529514589607568,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
55,0.7997899592133736,0.5947211463648376,0.6396639788585299,0.3536932419335066,0.6034812293550562,0.4395385380880302,0.2750525489166614,0.6227094066926715,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
56,0.7967195838460711,0.5921341016476859,0.6347620952838567,0.350622794334112,0.6071851664517384,0.4397552097991762,0.2806079782051887,0.6259847053389274,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
57,0.9229517206071862,0.5917389752966011,0.8518398785717655,0.3501550148850715,0.680645121523548,0.43065444186913715,0.03458820707126464,0.6264836936286122,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
58,0.9436412122936715,0.5757124772156015,0.8904587375390699,0.3314448564217245,0.701211123435557,0.4178311762032707,-0.009179527704193502,0.6464421376998659,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
59,0.9077683293500093,0.5588713875816765,0.8240433397709069,0.31233722785746854,0.6754230015963207,0.4122637326063856,0.06609073123806342,0.6668245698840225,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
60,0.9179475770052868,0.8474630129015881,0.842627754129877,0.7181935582362373,0.7042656255044956,0.6430922021711125,0.0450285419250841,0.23389072345523487,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
61,0.8929864032976307,0.8385823315521723,0.7974247164744387,0.7032203267914774,0.6853144637459838,0.6337801587565884,0.09625829381452367,0.24986292395485155,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
62,0.9087535841098358,0.8421536777792257,0.8258330766324723,0.7092228169970758,0.6951986636864799,0.6391851420800414,0.06406237694771078,0.24345996562120775,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
63,0.7879557822087474,0.5881417712185968,0.620874314716199,0.3459107430521482,0.5958347098231948,0.43926115389208076,0.2963473530277232,0.6310111305376336,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
64,0.7914071045640559,0.5813635094090226,0.6263252051544627,0.33798353007237475,0.5954059017789191,0.43098851254467146,0.2901697203018577,0.6394672233712495,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
65,0.7735117774777188,0.6065125446469893,0.59832046989674,0.3678574668141662,0.5905907623346667,0.44988907117220767,0.32190819880674126,0.6076001872466095,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
66,0.8164373481144939,0.4767747339590321,0.6665699433962273,0.22731414694170582,0.6029359210693331,0.3492101210219192,0.2445593352056915,0.7575201355334102,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
67,0.8426090515458774,0.48248069680443595,0.7099900137470431,0.23278762278889406,0.6345038309346729,0.356356281273296,0.1953502654956013,0.751681485808157,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
68,0.822297994449712,0.48211073725395226,0.6761739916760185,0.23243076297554938,0.5988067219123344,0.35530965843879375,0.2336748231014767,0.7520621542370145,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
69,0.8667199108884096,0.4793422142250791,0.7512034039304127,0.22976895833820166,0.6488242198208599,0.3463198291611607,0.14864208252545352,0.7549015464894736,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
70,0.9437097326696658,0.47451549944444615,0.8905880595354523,0.2251649592130122,0.7008786766732771,0.34374500771765903,-0.00932609161078335,0.75981271061586,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
71,0.950440559522368,0.4725237298833328,0.9033372571851919,0.22327867530285683,0.7055803788595862,0.3467580015321994,-0.023775081463282888,0.761824841726192,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
72,0.8613170728706905,0.7886918146696962,0.7418671000185343,0.6220347785269783,0.65832791137507,0.5944266311709114,0.1592231531299506,0.3364649282941148,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
73,0.8577454972372681,0.7825259082882393,0.7357273380308083,0.6123467971423339,0.6529102378453324,0.5892150768283989,0.1661815014977971,0.34679926271504224,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
74,0.8518397423358894,0.7826006333185038,0.7256309466228745,0.6124637512705233,0.6491340256422294,0.5905333896852182,0.1776239985872573,0.3466745057584967,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
75,0.75551397036462,0.5554834155847513,0.5708013594161119,0.3085618249897015,0.5783540691187038,0.40985249081371306,0.35309630640444034,0.6708518562979987,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
76,0.7947856805395357,0.549213198076697,0.6316842779906928,0.3016351369416332,0.5948246514344736,0.40600311892321517,0.28409614679889483,0.6782406721798746,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
77,0.7580487555410585,0.5481517360644311,0.5746379157773476,0.30047032575044974,0.5767984518857934,0.40543967525607205,0.34874823953348955,0.6794831960771655,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
78,0.8168272242920035,0.45227114246584454,0.667206714344579,0.20454918630736027,0.6037820422911916,0.33562610284321015,0.24383766649963867,0.7818039060046733,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
79,0.8514710253307164,0.43843655750587773,0.7250029069777415,0.19222661495760482,0.629029621979723,0.32880068417402286,0.17833577188537386,0.7949486023245853,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
80,0.8135574382463355,0.4512641179236703,0.6618757053259401,0.20363930412542822,0.6111584087326438,0.3306467493405382,0.24987943456458594,0.7827744927944698,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
81,0.989144076050991,0.4340864072921392,0.9784060031867686,0.18843100899579696,0.7394279761492357,0.321100085707585,-0.10885239997507234,0.7989974397223905,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
82,0.9273479981240909,0.43607111139166826,0.8599743096247588,0.19015801419036477,0.6894033615870558,0.31919855796731467,0.025369249536085214,0.797155213925422,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
83,0.9724044928901913,0.435485269413107,0.9455704977930299,0.18964741987580638,0.718781366001063,0.3218765848394273,-0.07163908684979359,0.797699873559929,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
84,0.8230316698543833,0.6801701735765715,0.6773811295832944,0.46263146502318336,0.6265905590806117,0.5105778112132493,0.2323067430189505,0.506503152372785,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
85,0.8104196742379561,0.6777809915032202,0.656780048391955,0.45938707244308835,0.6167490590473516,0.5086524548792127,0.25565447212802606,0.5099640010866997,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
86,0.8164003324416371,0.6731807960094066,0.6665095028108156,0.45317238411585825,0.627231627329165,0.5043797729527719,0.24462783405787714,0.5165933147636672,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
87,0.7695730917217675,0.5011032030407806,0.5922427435021999,0.2511044200977298,0.5795689625048229,0.3712372367621433,0.3287962406595376,0.732142646766839,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
88,0.7618177268099317,0.5080764629061286,0.5803662488818516,0.2581416921592027,0.5771750005764623,0.378901360859072,0.34225617397982644,0.7246358690381389,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
89,0.7535079128722828,0.4969751238729041,0.5677741747611437,0.24698427374848836,0.5688198019477538,0.36907437802032916,0.3565270917419139,0.7365376769125114,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
90,0.8469383851566077,0.4111289636512077,0.7173046282516823,0.16902702475291606,0.6232767324136415,0.31476518678218446,0.18706042689900249,0.8196959995464397,GradientBoostingRegressor,{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
