,model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2
1584,LinearRegression,{},5.622328335001239e+19,0.08457049575398007,7498218678.460398,0.29081006817849353,5443614958.374489,0.24453497980132444,-3.1737069457695666e+19,0.9555401048941724
2626,GradientBoostingRegressor,"{'max_depth': 5, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}",201464780415.48813,1818004110.5356553,448848.2821795001,42638.05941334168,39119.231839835586,4241.107476724835,-113723378434.9615,-955750244.233424
2147,GradientBoostingRegressor,"{'max_depth': None, 'loss': 'quantile', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.2}",7159877631.388788,3545820532.8177714,84616.06012683874,59546.792800433606,34619.98219470281,18197.272209395698,-4041626886.5897555,-1864087557.523609
2145,GradientBoostingRegressor,"{'max_depth': None, 'loss': 'quantile', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.05}",1772734604.1850147,1393377999.6762667,42103.854980096716,37327.978778340876,17676.159114404378,11140.467984044039,-1000677972.8001204,-732518345.4525129
2146,GradientBoostingRegressor,"{'max_depth': None, 'loss': 'quantile', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}",126794988.84945266,72361049.60385628,11260.328096882997,8506.529821487507,3757.974494281668,2308.210751506291,-71573573.65146936,-38041217.115759164
3358,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1}",6686787.732402605,6578798.995787775,2585.882389514768,2564.916956898951,1980.9518202463255,1972.1566005155628,-3774574.835263488,-3458565.8520369683
3352,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1}",6673077.393562741,6602724.137363201,2583.2300310972582,2569.576645551403,1983.902973120809,1965.0351433400658,-3766835.586501716,-3471143.6343397927
3355,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1}",6064755.410723776,6404539.498435778,2462.672412385329,2530.7191662521104,1816.229294830471,1872.2340906678805,-3423448.365556017,-3366955.1915531736
3359,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05}",2761651.754148559,2679708.5419947673,1661.8218178097673,1636.9815337977295,1173.6543527287365,1161.1690632413909,-1558903.5732840607,-1408759.3440076876
3353,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05}",2597413.4615420722,2672049.1745267166,1611.6492985578693,1634.6403807953345,1153.7060774081751,1188.5024766168874,-1466193.9023170362,-1404732.7071626447
3356,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05}",2221592.372746059,2413312.729874926,1490.5007120917653,1553.4840616739284,1125.0154921186622,1193.4363005566227,-1254049.408290733,-1268711.3313067274
2144,GradientBoostingRegressor,"{'max_depth': None, 'loss': 'quantile', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0}",1374930.3426132107,311336.3839921772,1172.5742375701466,557.97525392456,708.1462427292321,223.81963104602653,-776123.3595710272,-163672.90129989202
3322,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1}",66457.53475794563,66243.86263592423,257.79358944307677,257.3788309786262,197.54633220388106,196.4067188718543,-37513.12708272007,-34824.327177527375
3319,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1}",66435.22974453704,66915.06058244873,257.75032443148746,258.67945527708366,197.95013555004127,196.36581443278146,-37500.536289055526,-35177.18534669947
3316,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1}",66432.42861001533,66925.1654605461,257.74489056044416,258.6989861993009,197.95013555004127,196.38899324072847,-37498.95509714394,-35182.497622762894
3323,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05}",26327.514858897244,26864.808848104367,162.25755717037418,163.9048774384227,115.7060980126342,119.29622474006624,-14860.426048771526,-14122.206595588848
3320,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05}",25873.967057124162,26616.567366348732,160.85386864208198,163.14584691725602,115.22342994541701,118.80491292086091,-14604.406171781287,-13991.702568843195
3317,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05}",25869.318152170737,26609.90139586794,160.83941728373284,163.1254161553862,115.2027858496284,118.77399979569537,-14601.781945471155,-13988.198174719542
2125,GradientBoostingRegressor,"{'max_depth': None, 'loss': 'quantile', 'n_estimators': 100, 'learning_rate': 2.0, 'min_impurity_decrease': 0.05}",21834.5250567453,6701.499609468601,147.76510094317027,81.86268752898722,71.45290828480596,34.27021544006622,-12324.21114051176,-3522.072284635351
3351,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale'}",14600.450652337702,12848.43935167456,120.83232453419781,113.35095655385781,90.84146316440957,69.48762692417218,-8240.701459913005,-6753.604673369851
3357,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale'}",14577.667947123173,12806.43792435668,120.73801367888728,113.16553328799667,91.12875411354251,69.51773567516557,-8227.84101749938,-6731.523934263386
3354,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale'}",11802.563608374203,7500.482181020257,108.63960423516924,86.60532420711937,83.73138605392238,54.72170515993378,-6661.342693256472,-3942.1086224369924
2126,GradientBoostingRegressor,"{'max_depth': None, 'loss': 'quantile', 'n_estimators': 100, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}",2050.6344519704044,395.89418438648244,45.2839314986056,19.89708984717319,29.927508651610243,10.726101245364237,-1156.5476236308077,-207.12712227717824
