model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2
86,0.8337920129540723,0.7758913533496709,0.695209120866004,0.6020073922027838,0.6463003619628275,0.5852303960993017,0.21210182721081083,0.35782848171499404,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
87,0.7620573149796789,0.6106737818289855,0.5807313513140375,0.3729224678133154,0.5818075407684453,0.4487504088570543,0.34184239411048034,0.6021972645850833,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
88,0.772851316751711,0.6113069695629494,0.5972991578048537,0.3736962110362368,0.588244959445269,0.45144792027549624,0.3230656777679529,0.6013718995369763,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
89,0.7811013689877656,0.6027960253191356,0.6101193486345615,0.36336304814054793,0.5908565407210646,0.4466785869378372,0.30853622953955073,0.6123944600426381,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
90,0.8061969802865762,0.4980804580228939,0.6499535710231941,0.24808414266429576,0.606117233894573,0.366550609579328,0.2633910924973527,0.7353644280442639,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
91,0.8186002503474663,0.5155127456982619,0.6701063698689346,0.26575339097736084,0.6071036413466986,0.37987144858256283,0.24055141316839368,0.7165163405238806,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
92,0.8069763277089261,0.5112772110775513,0.6512107934825841,0.2614043865672389,0.6001814668436558,0.3755223902630008,0.2619662503184855,0.7211554974532617,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
93,0.8722885334192524,0.5021859130303461,0.7608872855347102,0.2521906912461223,0.6584767676472426,0.35985499264927123,0.13766709328476523,0.7309839028682301,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
94,0.8495059672929873,0.48000962231071,0.721660388466394,0.23040923751087045,0.6388989565498657,0.3526585514082331,0.18212393309983566,0.7542185498124154,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
95,0.8918550464890275,0.4998276549558482,0.7954054239479453,0.24982768465866242,0.6685699094004528,0.36417804288507083,0.0985468093765306,0.7335045621618547,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
96,1.0009538110837433,1.0197369505906524,1.00190853192307,1.0398634483999227,0.7657292672423931,0.7627494212744308,-0.1354884133579095,-0.10924001618093837,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
97,1.0009538110837433,1.0197369505906524,1.00190853192307,1.0398634483999227,0.7657292672423931,0.7627494212744308,-0.1354884133579095,-0.10924001618093837,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
98,1.0009538110837433,1.0197369505906524,1.00190853192307,1.0398634483999227,0.7657292672423931,0.7627494212744308,-0.1354884133579095,-0.10924001618093837,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
99,0.8211250791534163,0.8024065894436987,0.6742463956147041,0.6438563347826683,0.6429538600189977,0.6224778540399533,0.2358594167280582,0.3131875033097089,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
100,0.8211250791534163,0.8024065894436987,0.6742463956147041,0.6438563347826683,0.6429538600189977,0.6224778540399533,0.2358594167280582,0.3131875033097089,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
101,0.8211250791534163,0.8024065894436987,0.6742463956147041,0.6438563347826683,0.6429538600189977,0.6224778540399533,0.2358594167280582,0.3131875033097089,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
102,0.8280320283147179,0.6327861322494861,0.6856370399149857,0.4004182891672641,0.6313263080159415,0.47966668810770896,0.2229501099285387,0.572867004568258,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
103,0.8267953624895983,0.6327861322494861,0.6835905714343062,0.4004182891672641,0.6299021565555543,0.47966668810770896,0.2252694246903898,0.572867004568258,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
104,0.8282384422069521,0.6327861322494861,0.6859789171493986,0.4004182891672641,0.6320235948873429,0.47966668810770896,0.22256265176634338,0.572867004568258,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
105,0.9242817546670011,0.6271064501178216,0.8542967620103105,0.3932624997793759,0.7009672262515974,0.4697028117304336,0.031803758602616305,0.5805002067436227,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
106,0.9264966907295495,0.6271064501178216,0.8583961179328066,0.3932624997793759,0.7040160067394022,0.4697028117304336,0.027157854307051532,0.5805002067436227,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
107,0.9252391660876389,0.6271064501178216,0.8560675144625495,0.3932624997793759,0.7024916164954998,0.4697028117304336,0.02979691982604349,0.5805002067436227,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'huber', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
