,Classifier,Accuracy
0,SVR-0.001-0.01-2,-1.6425
1,SVR-0.001-0.01-3,-1.7554
2,SVR-0.001-0.1-2,-1.1639
3,SVR-0.001-0.1-3,-1.6169
4,SVR-0.001-1-2,-0.9510
5,SVR-0.001-1-3,-1.5500
6,SVR-0.1-0.01-2,-1.6840
7,SVR-0.1-0.01-3,-1.9869
8,SVR-0.1-0.1-2,-1.6697
9,SVR-0.1-0.1-3,-1.9869
10,SVR-0.1-1-2,-1.6697
11,SVR-0.1-1-3,-1.9868
12,SVR-1-0.01-2,-1.6696
13,SVR-1-0.01-3,-1.9869
14,SVR-1-0.1-2,-1.6696
15,SVR-1-0.1-3,-1.9869
16,SVR-1-1-2,-1.6696
17,SVR-1-1-3,-1.9869
