,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
2331,SVC,"{'C': 0.1, 'kernel': 'poly', 'gamma': 0.05}",0.7268952068486008,0.9289772319184083,0.7451428571428571,0.935163996948894,0.7034700315457413,0.949317738791423,0.6335227272727273,0.891941391941392,0.6666666666666667,0.9197355996222851
2347,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale'}",0.7191655440639666,0.981821446527329,0.7325714285714285,0.9824561403508771,0.6735294117647059,0.9798165137614679,0.6505681818181818,0.978021978021978,0.6618497109826589,0.9789184234647113
2373,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 0.05}",0.717334977403094,0.9869209222150399,0.7337142857142858,0.9877955758962624,0.6819571865443425,0.988929889298893,0.6335227272727273,0.9816849816849816,0.6568483063328424,0.9852941176470588
2361,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.05}",0.717334977403094,0.9869209222150399,0.7337142857142858,0.9877955758962624,0.6819571865443425,0.988929889298893,0.6335227272727273,0.9816849816849816,0.6568483063328424,0.9852941176470588
2349,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.05}",0.7149584999130889,0.9869209222150399,0.7314285714285714,0.9877955758962624,0.6788990825688074,0.988929889298893,0.6306818181818182,0.9816849816849816,0.6539027982326951,0.9852941176470588
1417,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.7149313401703459,0.9298965740142211,0.7302857142857143,0.9344012204424104,0.6746987951807228,0.9372623574144486,0.6363636363636364,0.9029304029304029,0.6549707602339182,0.919776119402985
2308,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0}",0.7135380453676343,0.9257092580621993,0.7302857142857143,0.931350114416476,0.6779141104294478,0.9401544401544402,0.6278409090909091,0.891941391941392,0.6519174041297935,0.9154135338345866
2309,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0.01}",0.7121719103076657,0.9161567190978956,0.7314285714285714,0.9244851258581236,0.6857142857142857,0.9478957915831663,0.6136363636363636,0.8663003663003663,0.6476761619190405,0.9052631578947369
2244,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.05}",0.7121175908221797,0.9866587660705308,0.7291428571428571,0.9877955758962624,0.676923076923077,0.9907407407407407,0.625,0.9798534798534798,0.6499261447562777,0.9852670349907919
2359,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale'}",0.711571679993047,0.987183078359549,0.7257142857142858,0.9877955758962624,0.665680473372781,0.9871323529411765,0.6392045454545454,0.9835164835164835,0.6521739130434783,0.9853211009174312
2371,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 'scale'}",0.711571679993047,0.987183078359549,0.7257142857142858,0.9877955758962624,0.665680473372781,0.9871323529411765,0.6392045454545454,0.9835164835164835,0.6521739130434783,0.9853211009174312
2343,SVC,"{'C': 1, 'kernel': 'poly', 'gamma': 0.05}",0.7106428167912394,0.9874452345040581,0.7257142857142858,0.9877955758962624,0.6676646706586826,0.9853479853479854,0.6335227272727273,0.9853479853479854,0.6501457725947521,0.9853479853479854
