,model,hyperparams,roc_auc,accuracy,precision,recall,f1
190,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",0.7087053032862037,0.7179878048780488,0.6481481481481481,0.660377358490566,0.6542056074766356
189,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3}",0.7071852531004198,0.7179878048780488,0.6509433962264151,0.6509433962264151,0.6509433962264151
192,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3}",0.7026781836606668,0.711890243902439,0.6402214022140221,0.6547169811320754,0.6473880597014925
172,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",0.700014476668436,0.7210365853658537,0.6774891774891775,0.590566037735849,0.6310483870967741
195,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3}",0.6995439849442648,0.7096036585365854,0.638733705772812,0.6471698113207547,0.6429240862230553
188,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6984534092554167,0.7126524390243902,0.650294695481336,0.6245283018867924,0.6371511068334937
187,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",0.697425565796458,0.7172256097560976,0.6687898089171974,0.5943396226415094,0.6293706293706294
155,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000}",0.6962553684312117,0.6814024390243902,0.5790960451977402,0.7735849056603774,0.6623586429725364
151,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500}",0.6961492061960141,0.6935975609756098,0.6025641025641025,0.7094339622641509,0.6516464471403812
125,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000}",0.6955001688944651,0.6852134146341463,0.5864106351550961,0.7490566037735849,0.6578293289146645
27,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.695087583844038,0.7195121951219512,0.6840909090909091,0.5679245283018868,0.6206185567010309
173,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7}",0.6950562177290933,0.71875,0.6808988764044944,0.5716981132075472,0.6215384615384615
152,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000}",0.6946701732374656,0.7019817073170732,0.6247755834829444,0.6566037735849056,0.640294388224471
72,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6942069198475124,0.7202743902439024,0.6899766899766899,0.5584905660377358,0.6173096976016683
194,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6936423297785069,0.7065548780487805,0.6396917148362236,0.6264150943396226,0.6329837940896093
36,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6928654152391063,0.7172256097560976,0.6802721088435374,0.5660377358490566,0.6179196704428425
52,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6928340491241616,0.7164634146341463,0.6771300448430493,0.569811320754717,0.6188524590163934
158,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000}",0.6924262896298797,0.7065548780487805,0.6418786692759295,0.6188679245283019,0.6301633045148896
191,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6923635573999902,0.7050304878048781,0.6372360844529751,0.6264150943396226,0.6317792578496669
176,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 7}",0.6914611784008106,0.7126524390243902,0.6652267818574514,0.5811320754716981,0.6203423967774421
127,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500}",0.6911692322540173,0.698170731707317,0.6196428571428572,0.6547169811320754,0.636697247706422
177,XGBClassifier,{},0.6911258022487091,0.711890243902439,0.6630901287553648,0.5830188679245283,0.6204819277108434
193,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",0.6909593205616946,0.7004573170731707,0.6261510128913443,0.6415094339622641,0.6337371854613233
166,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5}",0.690182406022294,0.7111280487804879,0.6623655913978495,0.5811320754716981,0.6190954773869346
54,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.690035226559861,0.7149390243902439,0.678082191780822,0.560377358490566,0.6136363636363636
61,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6896684842928147,0.7134146341463414,0.672645739910314,0.5660377358490566,0.6147540983606558
60,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6890604642185012,0.7134146341463414,0.6742081447963801,0.5622641509433962,0.6131687242798355
45,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6887564541813443,0.7134146341463414,0.675,0.560377358490566,0.6123711340206186
32,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6885465424890219,0.7157012195121951,0.6855791962174941,0.5471698113207547,0.608604407135362
74,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6881798002219756,0.7141768292682927,0.679814385150812,0.5528301886792453,0.6097814776274714
73,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6878130579549293,0.7126524390243902,0.6742596810933941,0.5584905660377358,0.6109391124871
171,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3}",0.6876875934951503,0.7096036585365854,0.6623093681917211,0.5735849056603773,0.6147623862487362
33,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.68677556338368,0.7096036585365854,0.6644591611479028,0.5679245283018868,0.6124109867751779
66,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6865970178063021,0.7126524390243902,0.6774941995359629,0.5509433962264151,0.6077003121748178
51,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6865342855764126,0.7111280487804879,0.671201814058957,0.5584905660377358,0.6096807415036045
165,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3}",0.6863243738840902,0.7134146341463414,0.6816037735849056,0.5452830188679245,0.6058700209643606
35,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6862302755392558,0.7111280487804879,0.6719817767653758,0.5566037735849056,0.6088751289989679
