,model,hyperparams,mse,rmse,mae,r2
36,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8120848137725861,0.9011574855554306,0.682271945672211,0.13025915409735989
45,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8112408139275264,0.9006890772777953,0.6881230847337719,0.13116307586357756
69,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8112310194671738,0.9006836400574698,0.6896888767794019,0.13117356570661842
35,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8107783110328649,0.9004322911984359,0.6866545549117257,0.1316584153306053
59,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8103813208379482,0.9002118199834682,0.6877930582433492,0.1320835908567154
42,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.810264799936449,0.9001470990546206,0.6881236134577554,0.13220838445673921
44,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8102049201489343,0.9001138373277762,0.6872071432350343,0.132272515562459
41,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8082468050078527,0.8990254751717844,0.6836088267312617,0.13436965208107876
54,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8080245838306633,0.8989018766420857,0.6872287769311954,0.13460765041739586
55,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8080043769330166,0.8988906368035082,0.6862709718443272,0.13462929195526752
34,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8077704712604915,0.8987605194157626,0.6905806673687256,0.1348798043574615
57,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8073311196794213,0.898516065342975,0.6873245647088997,0.1353503488243547
61,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8071167382591891,0.8983967599335992,0.6867800179239621,0.13557995080017837
38,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8063949131618763,0.897994940499041,0.6844303674966508,0.1363530237108933
39,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8052966321798889,0.8973832136717785,0.6866728505571347,0.13752927995175934
29,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8051268866855433,0.8972886306454257,0.6828698688550577,0.13771107696031848
32,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8047835345319788,0.8970972826466362,0.6847916558057253,0.13807880627555646
74,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8046755672749074,0.8970371047369821,0.6847728529644668,0.1381944389433548
80,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8042535285489254,0.896801833488829,0.6829404084718906,0.13864644138486593
37,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8029865344071943,0.8960951592365591,0.6862976772919582,0.14000338900646192
75,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8029449661361333,0.896071964819865,0.6840402653319512,0.14004790852292381
49,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8028730000284882,0.8960318074870379,0.6853304648629364,0.14012498404789142
73,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8026327896107921,0.895897756226006,0.6868391111830214,0.14038224881671646
46,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8022504961712335,0.8956843730752666,0.6839311652937347,0.14079168415384602
65,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.8010558543144035,0.8950172368811695,0.6816822143511277,0.14207114265557952
40,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.8007483470675718,0.8948454319420599,0.6834783829865646,0.1424004821635283
70,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.800103256345819,0.8944849111895734,0.6853089610028088,0.14309137274602146
66,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.8000804150260417,0.8944721432364686,0.6813221917717799,0.1431158357435407
33,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7999958641795515,0.8944248790030114,0.6834127889575302,0.14320638949297793
72,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7999489755779138,0.8943986670260158,0.6821905207110629,0.1432566070704525
79,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7991184806516288,0.8939342708788095,0.681652115125142,0.1441460651017502
28,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7986217815604558,0.8936564113575507,0.6842569248513592,0.1446780286114593
53,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'squared_error'}",0.7978639368535845,0.8932322972517197,0.6875280828319152,0.14548967843576166
51,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7977676285699525,0.8931783856374674,0.6868236705530815,0.1455928243715714
64,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7975749350788044,0.8930705095785015,0.6820048274619246,0.14579919862848256
60,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7929724009831829,0.8904899780363521,0.6788955747657811,0.15072850136845783
43,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7924578678395169,0.8902010266448342,0.683193332963722,0.15127956510469265
48,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7887025198687915,0.8880892521975432,0.6753242069272724,0.155301533580552
67,RandomForestRegressor,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7866241208438142,0.8869183281699697,0.676728946759844,0.15752749384412268
31,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'squared_error'}",0.7830009241520802,0.8848733944198346,0.6805540436164261,0.16140792862395936
30,RandomForestRegressor,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'squared_error'}",0.7827014723765224,0.8847041722386769,0.6772764018957315,0.16172864074191007
