,model,hyperparams,mse,rmse,mae,r2
81,LinearRegression,{'fit_intercept': True},20666781292528.555,4546073.172808436,2971563.1796868285,-22134072129664.8
387,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",11387.188948168032,106.71077240919978,88.96208493578162,-12194.651464314069
384,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",11375.075386639688,106.65399845594017,88.91890546551733,-12181.677869596037
381,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",11373.326189883212,106.64579780696101,88.9051859533222,-12179.80448415547
171,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 2.0, 'max_depth': 5}",718.2263344276105,26.799745044078506,9.288658879548404,-768.2186444820693
172,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 2.0, 'max_depth': 7}",210.6259637811632,14.512958477897028,6.164398185267673,-224.57989116563843
345,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",111.27242569248102,10.548574581074025,8.706981376578568,-118.17249529372259
348,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",110.9165294175841,10.531691669318093,8.706639513587076,-117.7913312552714
351,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",108.74217111144584,10.427951434075911,8.680475833456875,-115.46259883668229
160,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 2.0, 'max_depth': 7}",82.20000791891945,9.066422002031421,4.943714753166427,-87.0360070870939
159,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 2.0, 'max_depth': 5}",74.60735954910272,8.637555183563386,4.952062043449662,-78.90429928538273
170,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 2.0, 'max_depth': 3}",34.27049412157835,5.854100624483521,2.0582655189625503,-35.70361523981155
148,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 2.0, 'max_depth': 7}",11.14862656216651,3.3389559089880945,2.384067905441256,-10.94015173339604
147,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 2.0, 'max_depth': 5}",7.751402572099759,2.7841340794041796,2.047599563797244,-7.301733163400682
158,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 2.0, 'max_depth': 3}",3.927936406857162,1.9819022192977034,1.1777818331791474,-3.206810268106321
146,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 2.0, 'max_depth': 3}",3.0331615671873116,1.7415974182305483,1.1225842218490187,-2.2485086070623477
95,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200}",2.460412486737304,1.5685702045931205,1.3110999524570766,-1.6350957451638526
312,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",2.2536703614544233,1.5012229552782703,1.2253976427167683,-1.4136754355142789
309,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",2.251156368909866,1.5003854067904907,1.2238466129354555,-1.4109829556584637
82,LinearRegression,{'fit_intercept': False},2.1849429086769496,1.4781552383552106,1.12340408282874,-1.3400685019752494
327,SVR,"{'C': 100, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",2.104768115145492,1.4507818978555984,1.1011093385097237,-1.2542014945352524
328,SVR,"{'C': 100, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",2.104768115145492,1.4507818978555984,1.1011093385097237,-1.2542014945352524
329,SVR,"{'C': 100, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",2.104768115145492,1.4507818978555984,1.1011093385097237,-1.2542014945352524
365,SVR,"{'C': 1000, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",2.104768115145492,1.4507818978555984,1.1011093385097237,-1.2542014945352524
364,SVR,"{'C': 1000, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",2.104768115145492,1.4507818978555984,1.1011093385097237,-1.2542014945352524
363,SVR,"{'C': 1000, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",2.104768115145492,1.4507818978555984,1.1011093385097237,-1.2542014945352524
368,SVR,"{'C': 1000, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.769202051610455,1.3301135483899316,1.0096688423748783,-0.8948110626426142
332,SVR,"{'C': 100, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.769202051610455,1.3301135483899316,1.0096688423748783,-0.8948110626426142
366,SVR,"{'C': 1000, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.769202051610455,1.3301135483899316,1.0096688423748783,-0.8948110626426142
367,SVR,"{'C': 1000, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.769202051610455,1.3301135483899316,1.0096688423748783,-0.8948110626426142
331,SVR,"{'C': 100, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.769202051610455,1.3301135483899316,1.0096688423748783,-0.8948110626426142
330,SVR,"{'C': 100, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.769202051610455,1.3301135483899316,1.0096688423748783,-0.8948110626426142
293,SVR,"{'C': 10, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.4772505067948412,1.2154219459902973,0.9142084849687093,-0.5821316734407591
292,SVR,"{'C': 10, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.4772505067948412,1.2154219459902973,0.9142084849687093,-0.5821316734407591
291,SVR,"{'C': 10, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.4772505067948412,1.2154219459902973,0.9142084849687093,-0.5821316734407591
18,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.4260738860955642,1.1941833553083732,0.9088093160690973,-0.5273216380570753
9,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.3977744359452922,1.1822751100929478,0.8990198783246827,-0.4970129962811811
296,SVR,"{'C': 10, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.3951002305507767,1.1811436113152274,0.893595009965837,-0.49414892885559003
295,SVR,"{'C': 10, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.3951002305507767,1.1811436113152274,0.893595009965837,-0.49414892885559003
294,SVR,"{'C': 10, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.3951002305507767,1.1811436113152274,0.893595009965837,-0.49414892885559003
0,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.38692048258194,1.1776758818036226,0.901057006634225,-0.4853884388217513
21,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.3435777984234922,1.159128033663017,0.888535081183257,-0.43896853027976523
167,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 1.0, 'max_depth': 3}",1.3408479424262778,1.1579498877007923,0.8732127474238034,-0.43604486119503005
3,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.3394306990991838,1.15733776361924,0.8921131621430599,-0.4345269970640284
4,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.3327293817473196,1.1544389900498508,0.8865954039733559,-0.4273499025987395
168,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 1.0, 'max_depth': 5}",1.312188280723337,1.14550787021449,0.8656130328125621,-0.40535043372876345
1,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.3095210495146414,1.1443430646072188,0.8715628398471148,-0.40249383563909835
144,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 1.0, 'max_depth': 5}",1.3038400330112392,1.1418581492511402,0.8667135868616578,-0.396409480882725
19,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.3036400314499947,1.1417705686564157,0.8740105904439234,-0.39619527970064605
155,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 1.0, 'max_depth': 3}",1.2899822899964508,1.135773872738958,0.8527510618287715,-0.3815678720660396
7,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.284483139852609,1.1333504047083625,0.8692567175725241,-0.3756782957351741
10,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.2808364749655217,1.1317404627234646,0.863552450065056,-0.3717727265756121
24,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.2762211753483146,1.1296995951793178,0.8647979827280079,-0.3668297519932946
6,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.2753256707467198,1.1293031792865544,0.8652965345356083,-0.36587066875901697
12,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.2729361544044606,1.128244722746116,0.8656932380872766,-0.3633115026108902
22,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.271474271749388,1.127596679557628,0.8666324884135043,-0.36174582986899195
157,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 1.0, 'max_depth': 7}",1.2692674208260815,1.1266176906236123,0.8436539898765612,-0.35938229793702403
13,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.266276372208781,1.1252894615203597,0.8650269924911088,-0.356178892196112
25,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.2637273402163973,1.1241562792674324,0.8610323058644742,-0.3534488851775226
265,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
373,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
301,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
302,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
229,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
372,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
266,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
374,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
338,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
336,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
337,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.259022138239684,1.1220615572417068,0.8565590869091191,-0.34840962538843945
169,GradientBoostingRegressor,"{'n_estimators': 200, 'learning_rate': 1.0, 'max_depth': 7}",1.2532784025513324,1.1194991748774683,0.8362196087918762,-0.3422580985386503
145,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 1.0, 'max_depth': 7}",1.2496420678947855,1.117873905185547,0.8370958082648242,-0.33836359303068764
16,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'criterion': 'squared_error'}",1.2417283774877466,1.1143286667261803,0.8539067940154974,-0.32988804999368004
156,GradientBoostingRegressor,"{'n_estimators': 100, 'learning_rate': 1.0, 'max_depth': 5}",1.2375755333929332,1.112463722281735,0.8405655617817179,-0.32544036414280786
143,GradientBoostingRegressor,"{'n_estimators': 10, 'learning_rate': 1.0, 'max_depth': 3}",1.2369979773243944,1.112204107762777,0.8365652878893838,-0.32482180300844354
15,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'criterion': 'squared_error'}",1.2258656547466324,1.1071881749488803,0.8456985121254665,-0.31289911280239924
341,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
340,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
339,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
375,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
268,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
304,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
305,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
377,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
376,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
232,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
269,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.1988502158060168,1.0949201869570298,0.8314103027975169,-0.2839656438861562
300,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.1896794475296397,1.0907242765839769,0.8361843384865715,-0.2741437735309902
8,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1661196486646201,1.0798701999150733,0.8091167524973977,-0.24891128666922224
303,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.1527031225428823,1.0736401271109806,0.8170685499028845,-0.23454222006399106
23,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1521468027981776,1.0733810147371612,0.8104984954737435,-0.23394640298042302
14,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1511695889011615,1.0729257145306759,0.8037527510547073,-0.2328998092909409
20,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1497709724577583,1.072273739516994,0.8125835587376028,-0.2314018945067351
315,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",1.148421524705953,1.071644308857166,0.8424777210584056,-0.22995663927076526
5,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1482366987975607,1.0715580706604568,0.8109913430217345,-0.2297586911757099
26,DecisionTreeRegressor,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1478732134635756,1.0713884512461274,0.8060365622637303,-0.22936939927356859
17,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1440375157270535,1.0695968940339409,0.803515736249379,-0.2252613763954019
2,DecisionTreeRegressor,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.1388194898661834,1.0671548574907876,0.8081077173601723,-0.21967288348283054
11,DecisionTreeRegressor,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'criterion': 'squared_error'}",1.137210513806031,1.0664007285284605,0.8060972209956045,-0.21794967406447796
233,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.1208590014267164,1.0587062866662862,0.8027749838923115,-0.20043724436824273
196,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0954408522318018,1.0466331029696136,0.7906226652172845,-0.17321446885620673
230,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0946530079210803,1.0462566644571878,0.7875187856495562,-0.1723706895296817
255,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.0867877854271089,1.0424911440521252,0.7801582449093363,-0.1639470555088205
256,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0867877854271089,1.0424911440521252,0.7801582449093363,-0.1639470555088205
257,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0867877854271089,1.0424911440521252,0.7801582449093363,-0.1639470555088205
193,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0771340810094314,1.037850702658832,0.7761745716907315,-0.1536079617295394
215,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.06050123149488,1.0298064048620401,0.778532058786849,-0.13579422065075586
260,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0594572387352594,1.0292993921766687,0.7646785333182708,-0.13467610696303578
259,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0594572387352594,1.0292993921766687,0.7646785333182708,-0.13467610696303578
258,SVR,"{'C': 1, 'kernel': 'linear', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.0594572387352594,1.0292993921766687,0.7646785333182708,-0.13467610696303578
212,SVR,"{'C': 0.1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0507402311215481,1.0250562087620114,0.7738466632355095,-0.1253402131658492
280,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
179,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
180,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 'scale', 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
350,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
281,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
181,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
182,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
382,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
277,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
175,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
178,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
177,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
176,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
174,SVR,"{'C': 0.01, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
352,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
353,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
310,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
311,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
386,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
313,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
314,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
316,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
317,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
349,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
206,SVR,"{'C': 0.01, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
201,SVR,"{'C': 0.01, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
240,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale', 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
275,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
274,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
273,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale', 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
385,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
278,SVR,"{'C': 1, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
346,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
347,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
245,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.05, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
244,SVR,"{'C': 0.1, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 0.1, 'degree': 3}",1.0503677267406075,1.0248744931651912,0.7735121127113845,-0.12494126188651555
