model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2
18,1.6996355204997302,1.5107723904695423,2.8887609025443886,2.2824332158050553,1.43703462359736,1.2751659941565603,-0.62806534667962,-0.2550334506363374,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 10, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}
19,1.6884113849576527,1.5107723904695423,2.8507330048546193,2.2824332158050553,1.429429044059406,1.2751659941565603,-0.6066333540279403,-0.2550334506363374,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 10, 'learning_rate': 2.0, 'min_impurity_decrease': 0.2}
20,1.0806622435907558,1.0505644200095778,1.1678308847226062,1.1036856005900608,0.8770151259075908,0.843377688092613,0.3418268045221642,0.3931203164524528,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
21,1.0806622435907558,1.0505644200095778,1.1678308847226062,1.1036856005900608,0.8770151259075908,0.843377688092613,0.3418268045221642,0.3931203164524528,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0.05}
22,1.0806622435907558,1.0505644200095778,1.1678308847226062,1.1036856005900608,0.8770151259075908,0.843377688092613,0.3418268045221642,0.3931203164524528,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
23,1.0806622435907558,1.0505644200095778,1.1678308847226062,1.1036856005900608,0.8770151259075908,0.843377688092613,0.3418268045221642,0.3931203164524528,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
24,0.8214311140635283,0.6029737818731793,0.6747490751516492,0.36357738162644443,0.6452066958745875,0.4832638936052922,0.6197208339426967,0.8000809957214826,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
25,0.8191965301560035,0.6029737818731793,0.6710829550196359,0.36357738162644443,0.6448409067656765,0.4832638936052922,0.621787008107003,0.8000809957214826,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0.05}
26,0.8323463193188652,0.6151686088777657,0.6928003952836623,0.3784324173486055,0.6546969074257426,0.49401108809261307,0.609547361730834,0.7919127099584602,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
27,0.813871020203992,0.6053722784521901,0.6623860375278868,0.366475595518396,0.6449176173267328,0.48710410837927226,0.6266884694840167,0.7984873651362323,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
28,0.8824698909792802,0.3869398882333631,0.7787531084849826,0.14972247710604752,0.6731177044554455,0.3095565635060639,0.5611056116043676,0.9176726329694844,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
29,0.8818957375922237,0.3931248177233494,0.7777400919833323,0.1545471223100167,0.67831455,0.3138229571113561,0.5616765335731946,0.9150197224367669,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0.05}
30,0.8589122024521982,0.3875783241754577,0.737730171521286,0.15021695737065616,0.6654498599009901,0.31022564288864385,0.5842255666102631,0.9174007348615941,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
31,0.8941419049058963,0.39308948056400944,0.7994897461087448,0.15451933973008278,0.6808046777227722,0.3141868386990077,0.5494187319141293,0.9150349991453779,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
32,1.1691826609318137,0.33538750077000623,1.3669880946235964,0.11248477567275093,0.9014303047854787,0.27321995402425575,0.22958457924986375,0.9381483956774468,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
33,1.1207748988229158,0.3329856272167755,1.256136373831517,0.11087942793294939,0.8612069160066006,0.2716146062844542,0.2920590627152242,0.9390311225407797,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0.05}
34,1.153981552138682,0.33406483030041334,1.3316734226764015,0.11159931084364397,0.8842556295379538,0.2723344891951488,0.2494874357223208,0.9386352830799767,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
35,1.1401721551890667,0.34574676755022293,1.299992543468481,0.1195408272714279,0.8789601407590758,0.28001947023153245,0.2673423372980549,0.9342685096310847,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
36,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 2.0, 'min_impurity_decrease': 0}
37,1.6992641922178051,1.517693097641136,2.8874987949536295,2.303392338627547,1.4358344397689766,1.2795500953693495,-0.6273540404477729,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 2.0, 'min_impurity_decrease': 0.05}
38,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}
39,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 50, 'learning_rate': 2.0, 'min_impurity_decrease': 0.2}
40,1.000997508381171,0.957319419835077,1.0019960117853126,0.9164604715933684,0.8210834077557755,0.7584865897464167,0.4352890255257861,0.4960691335584433,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
41,1.003256593785175,0.957319419835077,1.0065237929734314,0.9164604715933684,0.8239325143564357,0.7584865897464167,0.4327372312103648,0.4960691335584433,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.05}
42,1.003256593785175,0.957319419835077,1.0065237929734314,0.9164604715933684,0.8239325143564357,0.7584865897464167,0.4327372312103648,0.4960691335584433,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
43,1.000997508381171,0.957319419835077,1.0019960117853126,0.9164604715933684,0.8210834077557755,0.7584865897464167,0.4352890255257861,0.4960691335584433,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
44,0.8109682866489472,0.5185492417657325,0.657669561950329,0.268893316135816,0.6225567826732673,0.4165278347298787,0.6293466093250535,0.8521445867216979,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
45,0.8067512512678715,0.5259352957540875,0.6508475814222763,0.2766079353199395,0.6189721094059405,0.42231192359426684,0.6331913823845556,0.8479025764547816,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.05}
46,0.8028442267210818,0.522090069972011,0.6445588523793718,0.2725780411633794,0.6174141219471948,0.42060921356119074,0.6367356223458458,0.8501184800501133,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
47,0.7945013261976767,0.5277278354282261,0.631232357329867,0.27849666828576086,0.6182720925742574,0.4245871815876516,0.6442462490521565,0.846864025563123,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
48,0.8964775103909733,0.3201365986964016,0.8036719266367977,0.10248744182490088,0.6831942645214522,0.2632226201764057,0.5470617133096183,0.943645594153769,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
49,0.897380159720082,0.32407774077751583,0.80529115105924,0.10502638206745876,0.6916370876237623,0.2657615604189636,0.5461491410131871,0.942249516094831,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.05}
50,0.8561375355467784,0.3323022984710045,0.7329714797721112,0.11042481756911257,0.6658883001650164,0.2711599959206174,0.5869074988967109,0.939281097527855,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
51,0.9060842003489225,0.3575783069112593,0.8209885781219461,0.12786224557352274,0.6912609975247525,0.2883837293274531,0.5373022900985569,0.9296928408870672,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
52,1.1588005799370917,0.3092454367829817,1.3428187840625403,0.09563274017109713,0.8950169031353137,0.25636791852260193,0.24320606552203483,0.9474147646206567,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
53,1.1644688236093956,0.32148950942362536,1.3559876411582499,0.10335550466944331,0.88584545330033,0.2640906830209481,0.23578428136744567,0.9431682755187214,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.05}
54,1.1511954218307412,0.33006716655540097,1.3252508992440584,0.1089443344379108,0.8770933599009901,0.2694229773980154,0.2531070803350771,0.9400951655320773,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
55,1.1417382519114099,0.34464158864731037,1.3035662358777218,0.1187778246253419,0.8811133925742575,0.2795130029768467,0.26532825410894334,0.9346880591877292,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
56,1.6992641922178051,1.517693097641136,2.8874987949536295,2.303392338627547,1.4358344397689766,1.2795500953693495,-0.6273540404477729,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 2.0, 'min_impurity_decrease': 0}
57,1.6992641922178051,1.517693097641136,2.8874987949536295,2.303392338627547,1.4358344397689766,1.2795500953693495,-0.6273540404477729,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 2.0, 'min_impurity_decrease': 0.05}
58,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}
59,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 2.0, 'min_impurity_decrease': 0.2}
60,0.919785740172632,0.815537554970283,0.8460058078249166,0.6651015035669074,0.7442675242574258,0.6429940708930539,0.5232029284264101,0.6342829970818797,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
61,0.919785740172632,0.815537554970283,0.8460058078249166,0.6651015035669074,0.7442675242574258,0.6429940708930539,0.5232029284264101,0.6342829970818797,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.05}
62,0.919785740172632,0.815537554970283,0.8460058078249166,0.6651015035669074,0.7442675242574258,0.6429940708930539,0.5232029284264101,0.6342829970818797,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
63,0.9173671302806232,0.815537554970283,0.841562451719306,0.6651015035669074,0.7431244981848185,0.6429940708930539,0.5257071419430533,0.6342829970818797,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
64,0.8032221163669213,0.4148475663980691,0.6451657682209561,0.17209850334640034,0.6160930051155116,0.3318465961411246,0.6363935730439587,0.9053688068467761,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
65,0.7921492064318811,0.4150505819723344,0.6275003652506591,0.17226698559557346,0.6074078915841584,0.33167823539140023,0.6463495477269932,0.905276164110469,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.05}
66,0.8035413611296176,0.4152897809164234,0.6456787190460386,0.17246560213361092,0.6139211070957096,0.3322903485115766,0.6361044811145671,0.9051669515397087,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
67,0.7894281622392677,0.41138835891035086,0.6231968233364676,0.16924038184695164,0.6126442744224423,0.32923972844542443,0.6487749639157498,0.906940391970473,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
68,0.9240900758156404,0.30797358299486627,0.8539424682209561,0.0948477278226958,0.6990386107260727,0.2555829061742006,0.5187299373430099,0.9478464165741877,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
69,0.8915538217437243,0.32407774077751583,0.7948682170658405,0.10502638206745876,0.6878878760726073,0.2657615604189636,0.5520233612127323,0.942249516094831,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.05}
70,0.8627087077487838,0.3323022984710045,0.7442663144255766,0.11042481756911257,0.6701933628712871,0.2711599959206174,0.5805418876481003,0.939281097527855,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
71,0.8964186271043434,0.3575783069112593,0.8035663550196358,0.12786224557352274,0.6792673361386139,0.2883837293274531,0.5471212120003347,0.9296928408870672,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
72,1.15302363299889,0.3074536401355798,1.3294634982539593,0.09452774083261861,0.8853869674917493,0.2552629191841234,0.25073291829853206,0.9480223666845937,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
73,1.1480636328987397,0.32148950942362536,1.3180501051846523,0.10335550466944331,0.88516993679868,0.2640906830209481,0.25716534741643016,0.9431682755187214,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.05}
74,1.1413507323752692,0.33006716655540097,1.3026814942935632,0.1089443344379108,0.879930852310231,0.2694229773980154,0.2658268821236974,0.9400951655320773,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}
75,1.1279341426994576,0.34464158864731037,1.2722354302671603,0.1187778246253419,0.8747973080858086,0.2795130029768467,0.28298585908870566,0.9346880591877292,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}
76,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0}
77,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.05}
78,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.1}
79,1.7104171107198962,1.517693097641136,2.925526692643398,2.303392338627547,1.4434400193069306,1.2795500953693495,-0.6487860330994522,-0.26655816910611496,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 2.0, 'min_impurity_decrease': 0.2}
80,1.414864501052934,1.4310092754995702,2.001841556339768,2.047787546565805,1.1154111420792079,1.1085237800441017,-0.1282099756159707,-0.12600966939140035,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0}
81,1.414864501052934,1.4310092754995702,2.001841556339768,2.047787546565805,1.1154111420792079,1.1085237800441017,-0.1282099756159707,-0.12600966939140035,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.05}
82,1.414864501052934,1.4310092754995702,2.001841556339768,2.047787546565805,1.1154111420792079,1.1085237800441017,-0.1282099756159707,-0.12600966939140035,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.1}
83,1.414864501052934,1.4310092754995702,2.001841556339768,2.047787546565805,1.1154111420792079,1.1085237800441017,-0.1282099756159707,-0.12600966939140035,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}
84,1.0822946125186814,1.0255040467367316,1.1713616282869626,1.0516585498734126,0.8620803641914191,0.7917864375964719,0.33983692670289656,0.42172824615449056,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0}
85,1.0767704174601593,1.0158458133874602,1.1594345319173256,1.0319427165768305,0.8534921097359738,0.786468327783903,0.34655887183473866,0.43256932142584414,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.05}
86,1.0636270723703125,1.014526941175915,1.1313025490790418,1.0292649143717587,0.8453311331683169,0.785464693384785,0.3624136649233791,0.4340417550192045,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}
87,1.05876174136896,1.0027737157285799,1.1209764249866327,1.0055551249561026,0.8437388826732674,0.7796774444321941,0.368233324413217,0.44707897276478314,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}
88,0.960734800384477,0.7689325711245799,0.9230113566698009,0.5912572989362571,0.7509811285478548,0.5620573269018742,0.47980367531897006,0.6748874477643116,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0}
89,0.9647711147544378,0.7686927954784607,0.9307833038645206,0.5908886138204906,0.7579988384488449,0.564239942337376,0.47542351429809704,0.6750901753402313,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.05}
90,0.953594271284993,0.7689325711245799,0.9093420342275568,0.5912572989362571,0.7470814724422442,0.5620573269018742,0.48750751476141274,0.6748874477643116,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}
91,0.9343778621858869,0.7656633416456645,0.8730619893430682,0.5862403527400056,0.7184053433993399,0.5685549635060639,0.5079544419544497,0.6776460981610627,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}
92,1.0863429528124378,0.7693989533606075,1.1801410111252464,0.5919747494323983,0.8374039011551154,0.5543009374862183,0.3348889890069612,0.6744929458066651,GradientBoostingRegressor,{'max_depth': 3, 'loss': 'absolute_error', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0}
