model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7554623983739837,0.9500251517129921,0.7625570776255708,0.9532282663955262,0.7444444444444445,0.9516539440203562,0.6979166666666666,0.9326683291770573,0.7204301075268819,0.9420654911838791,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7554623983739837,0.9523246604518746,0.7625570776255708,0.9552618200305033,0.7444444444444445,0.9530456852791879,0.6979166666666666,0.9364089775561097,0.7204301075268819,0.9446540880503146,0.9,DescFing
XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0.01}",0.754319105691057,0.9829637280190082,0.7625570776255708,0.983731570920183,0.75,0.98125,0.6875,0.9788029925187033,0.717391304347826,0.9800249687890137,0.9,DescFing
XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0.01}",0.754319105691057,0.9829637280190082,0.7625570776255708,0.983731570920183,0.75,0.98125,0.6875,0.9788029925187033,0.717391304347826,0.9800249687890137,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}",0.7536839430894309,0.957117934776792,0.7579908675799086,0.9593289273004576,0.7263157894736842,0.9546599496221663,0.71875,0.9451371571072319,0.7225130890052356,0.949874686716792,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}",0.7536839430894309,0.9835058277054146,0.7579908675799086,0.9832231825114387,0.7263157894736842,0.9741060419235512,0.71875,0.9850374064837906,0.7225130890052356,0.9795412275263485,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7531758130081302,0.9823402866224995,0.7625570776255708,0.9832231825114387,0.7558139534883721,0.981226533166458,0.6770833333333334,0.9775561097256857,0.7142857142857142,0.9793878825733916,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7531758130081302,0.9823402866224995,0.7625570776255708,0.9832231825114387,0.7558139534883721,0.981226533166458,0.6770833333333334,0.9775561097256857,0.7142857142857142,0.9793878825733916,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7531758130081302,0.958875343829268,0.7625570776255708,0.961870869344179,0.7558139534883721,0.9630573248407643,0.6770833333333334,0.942643391521197,0.7142857142857142,0.952741020793951,0.9,DescFing
XGBClassifier,"{'max_depth': None, 'eta': 0.2, 'gamma': 0}",0.7531758130081302,0.9833522417133131,0.7625570776255708,0.983731570920183,0.7558139534883721,0.9788557213930348,0.6770833333333334,0.9812967581047382,0.7142857142857142,0.9800747198007472,0.9,Descriptors
XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0.1}",0.7531758130081302,0.9827288003168044,0.7625570776255708,0.9832231825114387,0.7558139534883721,0.9788293897882939,0.6770833333333334,0.9800498753117207,0.7142857142857142,0.9794392523364486,0.9,Descriptors
XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0.01}",0.7531758130081302,0.9827694711718558,0.7625570776255708,0.983731570920183,0.7558139534883721,0.9824561403508771,0.6770833333333334,0.9775561097256857,0.7142857142857142,0.9799999999999999,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7531758130081302,0.958875343829268,0.7625570776255708,0.961870869344179,0.7558139534883721,0.9630573248407643,0.6770833333333334,0.942643391521197,0.7142857142857142,0.952741020793951,0.9,Descriptors
XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0.1}",0.7531758130081302,0.9827288003168044,0.7625570776255708,0.9832231825114387,0.7558139534883721,0.9788293897882939,0.6770833333333334,0.9800498753117207,0.7142857142857142,0.9794392523364486,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7508892276422764,0.9766886431988698,0.7625570776255708,0.9781392984239959,0.7682926829268293,0.9773584905660377,0.65625,0.9688279301745636,0.7078651685393258,0.9730745147150908,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.7507621951219512,0.8272922843106825,0.7534246575342466,0.822572445348246,0.7142857142857143,0.7475409836065574,0.7291666666666666,0.8528678304239401,0.7216494845360826,0.7967384973791497,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.7507621951219512,0.8272922843106825,0.7534246575342466,0.822572445348246,0.7142857142857143,0.7475409836065574,0.7291666666666666,0.8528678304239401,0.7216494845360826,0.7967384973791497,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.7497459349593496,0.8459869639206705,0.7625570776255708,0.8571428571428571,0.775,0.8525033829499323,0.6458333333333334,0.7855361596009975,0.7045454545454546,0.81765087605451,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.7496189024390244,0.8338927359712308,0.7534246575342466,0.8322318251143874,0.71875,0.7681818181818182,0.71875,0.8428927680798005,0.71875,0.8038049940546969,0.9,Descriptors
XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0}",0.7479674796747966,0.9824938726146009,0.7579908675799086,0.9827147941026945,0.7529411764705882,0.9764267990074442,0.6666666666666666,0.9812967581047382,0.707182320441989,0.9788557213930349,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.7473323170731707,0.981481917523787,0.7534246575342466,0.9822064056939501,0.7282608695652174,0.978776529338327,0.6979166666666666,0.9775561097256857,0.7127659574468085,0.9781659388646288,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.7473323170731707,0.981481917523787,0.7534246575342466,0.9822064056939501,0.7282608695652174,0.978776529338327,0.6979166666666666,0.9775561097256857,0.7127659574468085,0.9781659388646288,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.7473323170731707,0.981481917523787,0.7534246575342466,0.9822064056939501,0.7282608695652174,0.978776529338327,0.6979166666666666,0.9775561097256857,0.7127659574468085,0.9781659388646288,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.746189024390244,0.832234863485064,0.7534246575342466,0.8357905439755974,0.7333333333333333,0.7903030303030303,0.6875,0.8129675810473815,0.7096774193548386,0.8014751075599261,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.7444105691056911,0.754995558314514,0.7488584474885844,0.759023894255211,0.7157894736842105,0.6933962264150944,0.7083333333333334,0.7331670822942643,0.7120418848167539,0.7127272727272725,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}",0.7444105691056911,0.9260496826603021,0.7488584474885844,0.9303507880020335,0.7157894736842105,0.9246487867177522,0.7083333333333334,0.9027431421446384,0.7120418848167539,0.9135646687697161,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7439024390243902,0.9833522417133131,0.7534246575342466,0.983731570920183,0.7441860465116279,0.9788557213930348,0.6666666666666666,0.9812967581047382,0.7032967032967034,0.9800747198007472,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7439024390243902,0.9833522417133131,0.7534246575342466,0.983731570920183,0.7441860465116279,0.9788557213930348,0.6666666666666666,0.9812967581047382,0.7032967032967034,0.9800747198007472,0.9,DescFing
XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0}",0.7439024390243902,0.9827288003168044,0.7534246575342466,0.9832231825114387,0.7441860465116279,0.9788293897882939,0.6666666666666666,0.9800498753117207,0.7032967032967034,0.9794392523364486,0.9,DescFing
SVC,"{'C': 1, 'kernel': 'poly', 'gamma': 0.1}",0.7432672764227641,0.9828823863089058,0.7488584474885844,0.9827147941026945,0.7204301075268817,0.9740740740740741,0.6979166666666666,0.983790523690773,0.708994708994709,0.9789081885856079,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.7416158536585367,0.785485856175013,0.7534246575342466,0.8002033553634977,0.7560975609756098,0.7828492392807745,0.6458333333333334,0.7057356608478803,0.6966292134831461,0.7422950819672132,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7416158536585367,0.9790288227928035,0.7534246575342466,0.9806812404677173,0.7560975609756098,0.9823232323232324,0.6458333333333334,0.970074812967581,0.6966292134831461,0.9761606022584692,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7416158536585367,0.9790288227928035,0.7534246575342466,0.9806812404677173,0.7560975609756098,0.9823232323232324,0.6458333333333334,0.970074812967581,0.6966292134831461,0.9761606022584692,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.74072662601626,0.8223315102800937,0.730593607305936,0.8042704626334519,0.6528925619834711,0.6968838526912181,0.8229166666666666,0.9201995012468828,0.728110599078341,0.7931219774314884,0.9,Descriptors
SVC,"{'C': 0.01, 'kernel': 'poly', 'gamma': 0.1}",0.7398373983739837,0.8742360836107158,0.7488584474885844,0.8800203355363497,0.735632183908046,0.8600508905852418,0.6666666666666666,0.8428927680798005,0.6994535519125683,0.8513853904282115,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7398373983739837,0.9835464985604657,0.7488584474885844,0.983731570920183,0.735632183908046,0.9776674937965261,0.6666666666666666,0.9825436408977556,0.6994535519125683,0.9800995024875622,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}",0.738694105691057,0.9833522417133131,0.7488584474885844,0.983731570920183,0.7411764705882353,0.9788557213930348,0.65625,0.9812967581047382,0.6961325966850829,0.9800747198007472,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}",0.738694105691057,0.9833522417133131,0.7488584474885844,0.983731570920183,0.7411764705882353,0.9788557213930348,0.65625,0.9812967581047382,0.6961325966850829,0.9800747198007472,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'adam'}",0.7381859756097562,0.7994231160296684,0.7534246575342466,0.8190137264870361,0.7763157894736842,0.8348348348348348,0.6145833333333334,0.6932668329177057,0.686046511627907,0.7574931880108992,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.1}",0.7339939024390244,0.9833522417133131,0.7397260273972602,0.983731570920183,0.7096774193548387,0.9788557213930348,0.6875,0.9812967581047382,0.6984126984126984,0.9800747198007472,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7323424796747966,0.9821867006303983,0.7442922374429224,0.983731570920183,0.7439024390243902,0.9861111111111112,0.6354166666666666,0.9738154613466334,0.6853932584269662,0.9799247176913426,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 200, 'solver': 'lbfgs'}",0.7322154471544716,0.8835379362751918,0.7351598173515982,0.8845958312150483,0.6938775510204082,0.8451380552220888,0.7083333333333334,0.8778054862842892,0.7010309278350516,0.8611620795107034,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7311991869918699,0.9801943638757183,0.7442922374429224,0.9806812404677173,0.75,0.9751243781094527,0.625,0.9775561097256857,0.6818181818181818,0.9763387297633873,0.9,DescFing
RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7294207317073171,0.9804699624329732,0.7397260273972602,0.9816980172852059,0.7294117647058823,0.9811557788944724,0.6458333333333334,0.9738154613466334,0.6850828729281768,0.9774718397997497,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.7287855691056911,0.7558132565581754,0.7351598173515982,0.7595322826639552,0.7065217391304348,0.6933019976498237,0.6770833333333334,0.7356608478802993,0.6914893617021278,0.7138535995160314,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'lbfgs'}",0.7264989837398373,0.9742762193229373,0.7351598173515982,0.9771225216065074,0.7159090909090909,0.9846350832266325,0.65625,0.9588528678304239,0.6847826086956522,0.9715729627289955,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7264989837398373,0.9812876606766346,0.7351598173515982,0.9822064056939501,0.7159090909090909,0.9799749687108886,0.65625,0.9763092269326683,0.6847826086956522,0.9781386633354153,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7264989837398373,0.9812876606766346,0.7351598173515982,0.9822064056939501,0.7159090909090909,0.9799749687108886,0.65625,0.9763092269326683,0.6847826086956522,0.9781386633354153,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7235772357723577,0.9823809574775508,0.730593607305936,0.983731570920183,0.7032967032967034,0.9848866498740554,0.6666666666666666,0.9750623441396509,0.6844919786096256,0.9799498746867167,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7235772357723577,0.9823809574775508,0.730593607305936,0.983731570920183,0.7032967032967034,0.9848866498740554,0.6666666666666666,0.9750623441396509,0.6844919786096256,0.9799498746867167,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.7235772357723577,0.7544127877730566,0.730593607305936,0.759023894255211,0.7032967032967034,0.6947743467933492,0.6666666666666666,0.729426433915212,0.6844919786096256,0.7116788321167883,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 500, 'solver': 'lbfgs'}",0.7229420731707317,0.9498940417197349,0.726027397260274,0.949161159125572,0.6836734693877551,0.9239130434782609,0.6979166666666666,0.9538653366583542,0.6907216494845362,0.9386503067484663,0.9,DescFing
XGBClassifier,"{'max_depth': None, 'eta': 0.2, 'gamma': 0.1}",0.7224339430894309,0.9831579848661608,0.730593607305936,0.983731570920183,0.7078651685393258,0.9800498753117207,0.65625,0.9800498753117207,0.681081081081081,0.9800498753117207,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7219258130081301,0.9833522417133131,0.7351598173515982,0.983731570920183,0.7375,0.9788557213930348,0.6145833333333334,0.9812967581047382,0.6704545454545455,0.9800747198007472,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'lbfgs'}",0.7167174796747966,0.7953795768090502,0.730593607305936,0.8073207930859176,0.7341772151898734,0.7823765020026703,0.6041666666666666,0.7306733167082294,0.6628571428571428,0.7556415215989685,0.9,Descriptors
RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.7167174796747966,0.9199372812603683,0.730593607305936,0.9267920691408236,0.7341772151898734,0.9340369393139841,0.6041666666666666,0.8827930174563591,0.6628571428571428,0.9076923076923077,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'lbfgs'}",0.7167174796747966,0.7953795768090502,0.730593607305936,0.8073207930859176,0.7341772151898734,0.7823765020026703,0.6041666666666666,0.7306733167082294,0.6628571428571428,0.7556415215989685,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.7154471544715446,0.9486969272098723,0.7214611872146118,0.951194712760549,0.6881720430107527,0.9445843828715366,0.6666666666666666,0.9351620947630923,0.6772486772486772,0.9398496240601504,0.9,Fingerprints
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'lbfgs'}",0.7143038617886179,0.963108323611572,0.7214611872146118,0.9613624809354346,0.6923076923076923,0.935251798561151,0.65625,0.972568578553616,0.6737967914438503,0.9535452322738386,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.7085873983739837,0.8038594500872284,0.7214611872146118,0.8210472801220132,0.7160493827160493,0.8260869565217391,0.6041666666666666,0.7107231920199502,0.655367231638418,0.7640750670241289,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'adam'}",0.7085873983739837,0.8038594500872284,0.7214611872146118,0.8210472801220132,0.7160493827160493,0.8260869565217391,0.6041666666666666,0.7107231920199502,0.655367231638418,0.7640750670241289,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.7080792682926829,0.7890504425631202,0.726027397260274,0.8083375699034062,0.75,0.8157503714710252,0.5625,0.6845386533665836,0.6428571428571429,0.7444067796610169,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'lbfgs'}",0.7079522357723577,0.9788661393725985,0.7168949771689498,0.9786476868327402,0.6931818181818182,0.9679802955665024,0.6354166666666666,0.9800498753117207,0.6630434782608696,0.9739776951672863,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7063008130081301,0.9825752143247033,0.7214611872146118,0.983731570920183,0.7272727272727273,0.9836683417085427,0.5833333333333334,0.9763092269326683,0.6473988439306358,0.9799749687108886,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.7063008130081301,0.7481018483833335,0.7214611872146118,0.7651245551601423,0.7272727272727273,0.7387640449438202,0.5833333333333334,0.655860349127182,0.6473988439306358,0.6948480845442535,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.7037601626016261,0.7415506298631105,0.7031963470319634,0.7366548042704626,0.6476190476190476,0.6497890295358649,0.7083333333333334,0.7680798004987531,0.6766169154228856,0.704,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'lbfgs'}",0.7027439024390244,0.9829637280190082,0.7123287671232876,0.983731570920183,0.6896551724137931,0.98125,0.625,0.9788029925187033,0.6557377049180328,0.9800249687890137,0.9,Fingerprints
RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.7022357723577237,0.8962689841918808,0.7168949771689498,0.9028978139298424,0.717948717948718,0.8972691807542262,0.5833333333333334,0.8603491271820449,0.6436781609195402,0.8784213876511776,0.9,Fingerprints
SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale'}",0.6988058943089431,0.8178507593676753,0.7168949771689498,0.833248601931876,0.7361111111111112,0.8366477272727273,0.5520833333333334,0.7344139650872819,0.6309523809523809,0.7822045152722443,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}",0.6985518292682927,0.9443328374343112,0.6986301369863014,0.9476359938993391,0.6442307692307693,0.9440914866581956,0.6979166666666666,0.92643391521197,0.67,0.9351793580868469,0.9,DescFing
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0}",0.6911839430894309,0.9837407554076183,0.7031963470319634,0.983731570920183,0.6867469879518072,0.9764851485148515,0.59375,0.983790523690773,0.6368715083798883,0.9801242236024844,0.9,Descriptors
GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 10, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.681910569105691,0.9711183414853424,0.6940639269406392,0.9740721911540416,0.6746987951807228,0.9807938540332907,0.5833333333333334,0.9551122194513716,0.6256983240223464,0.9677826910928616,0.9,Descriptors
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.6784806910569107,0.7301799150193187,0.6940639269406392,0.7402135231316725,0.6883116883116883,0.6834804539722572,0.5520833333333334,0.6758104738154613,0.6127167630057804,0.6796238244514107,0.9,DescFing
MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.6784806910569107,0.7301799150193187,0.6940639269406392,0.7402135231316725,0.6883116883116883,0.6834804539722572,0.5520833333333334,0.6758104738154613,0.6127167630057804,0.6796238244514107,0.9,DescFing
