Unnamed: 0,model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2,split,preprocessing
,GradientBoostingRegressor,"{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.43977153003939695,0.11613701162156378,0.663152719996983,0.34078880794645205,0.5109328939132706,0.25822565578287365,0.7434209463511456,0.9362770446408898,0.8,Descriptors
,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale'}",0.44129656467049555,0.23425174473291374,0.6643015615445259,0.48399560404296416,0.49301111820303595,0.2656159665125846,0.7425311844732134,0.8714689377314964,0.8,DescFing
,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 'scale'}",0.44129656467049555,0.23425174473291374,0.6643015615445259,0.48399560404296416,0.49301111820303595,0.2656159665125846,0.7425311844732134,0.8714689377314964,0.8,DescFing
,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05}",0.44139029535730734,0.12810001140517327,0.6643721060951516,0.35791061929645684,0.4849214778793016,0.15519438973857128,0.7424764985072576,0.9297130932310151,0.8,Fingerprints
,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05}",0.44139029535730734,0.12810001140517327,0.6643721060951516,0.35791061929645684,0.4849214778793016,0.15519438973857128,0.7424764985072576,0.9297130932310151,0.8,Fingerprints
,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale'}",0.44267972354607205,0.23120362074815948,0.6653418095581188,0.4808363762738417,0.49551997443383405,0.29530945765630984,0.7417241981835151,0.8731414060161329,0.8,DescFing
,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 'scale'}",0.44267972354607205,0.23120362074815948,0.6653418095581188,0.4808363762738417,0.49551997443383405,0.29530945765630984,0.7417241981835151,0.8731414060161329,0.8,DescFing
,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05}",0.4497855726422489,0.133007943638606,0.670660549490015,0.3647025413108688,0.492828017090324,0.2131275736546358,0.737578381749456,0.9270201709468111,0.8,Fingerprints
,SVR,"{'C': 1, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05}",0.4497855726422489,0.133007943638606,0.670660549490015,0.3647025413108688,0.492828017090324,0.2131275736546358,0.737578381749456,0.9270201709468111,0.8,Fingerprints
,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.05}",0.4498506861074718,0.08342600946170665,0.6707090920119332,0.2888356097535528,0.4740481155853762,0.0964037347653939,0.7375403921340637,0.9542251707488403,0.8,Fingerprints
,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05}",0.4500144517170359,0.08666689074346146,0.6708311648373501,0.2943924094528618,0.4770604882604208,0.16085492971728474,0.7374448451914992,0.9524469388970135,0.8,Fingerprints
,GradientBoostingRegressor,"{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.4511094221219123,0.21640644487837815,0.6716467986389217,0.4651950611070351,0.5223956185051372,0.36457589722922346,0.7368059987654207,0.8812604351199944,0.8,DescFing
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.4522886892868745,0.16361838969807468,0.6725241179964287,0.4044977004855215,0.4957011824690058,0.3058145590941141,0.7361179704768273,0.9102245942350043,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.4529756536305408,0.1631571524188119,0.6730346600514276,0.40392716226915454,0.4961820662782861,0.3053543016574097,0.7357171699493974,0.910477669479029,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.4530152063430754,0.16309173012128905,0.6730640432700854,0.40384617135895823,0.49620333502798397,0.30530053424013903,0.7356940934270257,0.9105135658921218,0.8,Fingerprints
,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1}",0.4531762242982456,0.10663833314994574,0.6731836482701029,0.32655525282859216,0.480355426032448,0.17919690266169366,0.7356001495681446,0.9414888531398875,0.8,Fingerprints
,SVR,"{'C': 0.01, 'kernel': 'poly', 'epsilon': 0.01, 'gamma': 0.1}",0.4536749327252045,0.10366486752201812,0.6735539568031684,0.32197028981261316,0.47679083669449823,0.11866687051663548,0.7353091845385884,0.9431203572988519,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.454420990810009,0.1719844908036624,0.6741075513669974,0.4147101286485084,0.48665994012892944,0.3075846047098926,0.7348739065265055,0.9056342170603415,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.4548510409067078,0.19078463425418243,0.6744264532969535,0.43678900427343914,0.49911081124021606,0.3298499244156606,0.7346229993183406,0.895318808689528,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.4551472817008685,0.190513824149606,0.6746460417884836,0.43647889313185123,0.4993160608816571,0.329622402841864,0.7344501614299691,0.8954673988759274,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.45517708036852456,0.1904868020753575,0.6746681260949894,0.4364479374167754,0.499336591451396,0.3295996965182852,0.7344327757798645,0.8954822255569914,0.8,Fingerprints
,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05}",0.45527046323139425,0.032540168628894736,0.6747373290632395,0.1803889371022922,0.4887468179972728,0.03470605255334543,0.7343782927473227,0.9821456081574259,0.8,Fingerprints
,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05}",0.45527046323139436,0.03254016862889433,0.6747373290632395,0.1803889371022911,0.48874681799727365,0.03470605255334521,0.7343782927473226,0.9821456081574261,0.8,Fingerprints
,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.01, 'gamma': 0.05}",0.455270463231422,0.03254016862890238,0.67473732906326,0.1803889371023134,0.48874681799728203,0.03470605255334733,0.7343782927473065,0.9821456081574217,0.8,Fingerprints
,GradientBoostingRegressor,"{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.4583640645089228,0.21595206352768187,0.6770258964832312,0.4647064272502392,0.5302520202723318,0.3625081596869003,0.7325733707959539,0.8815097486000139,0.8,DescFing
,SVR,"{'C': 100, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05}",0.45933667644352516,0.040116582072579295,0.6777438132831056,0.2002912431250535,0.4957956923314257,0.1161413885006069,0.7320059128485841,0.9779885229275488,0.8,Fingerprints
,SVR,"{'C': 1000, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05}",0.4593378334424828,0.04011789059434721,0.6777446668491629,0.20029450964603898,0.49579679742730154,0.11614826136088313,0.7320052378123951,0.9779878049576868,0.8,Fingerprints
,SVR,"{'C': 10, 'kernel': 'rbf', 'epsilon': 0.1, 'gamma': 0.05}",0.45933783344249735,0.04011789059435362,0.6777446668491737,0.200294509646055,0.49579679742730914,0.11614826136089748,0.7320052378123867,0.9779878049576833,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.459895785115707,0.219908045978104,0.678156165728593,0.4689435424207311,0.49742192281979475,0.3545774888839154,0.7316797080713389,0.8793391494984019,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.459895785115707,0.219908045978104,0.678156165728593,0.4689435424207311,0.49742192281979475,0.3545774888839154,0.7316797080713389,0.8793391494984019,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'sgd'}",0.45990058492258507,0.2197909797390541,0.6781597045848309,0.4688187066863417,0.49735615109377523,0.3544762091283162,0.7316769076856331,0.8794033823094659,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'sgd'}",0.45990058492258507,0.2197909797390541,0.6781597045848309,0.4688187066863417,0.49735615109377523,0.3544762091283162,0.7316769076856331,0.8794033823094659,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.46160223899595704,0.13146907448924755,0.6794131578030831,0.3625866441131658,0.49584869074647425,0.26185405877790474,0.7306840994614527,0.9278645295947469,0.8,Fingerprints
,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale'}",0.4616027171102518,0.04535318118475172,0.6794135096612753,0.21296286339348397,0.4804492001614706,0.11893210430549496,0.7306838205118054,0.9751152651538266,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.46170821480103014,0.18649964906025027,0.6794911440195746,0.43185605131831867,0.5031248278223471,0.3302708125114766,0.7306222692384439,0.8976699275655425,0.8,Fingerprints
,SVR,"{'C': 0.1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1}",0.46181456949004274,0.042126334957993464,0.6795694000542128,0.2052470096201001,0.480063895362763,0.11548437941076115,0.7305602179604642,0.9768857961429351,0.8,Fingerprints
,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05}",0.46205526097336813,0.04189546026714484,0.6797464681580686,0.2046838055810592,0.47984276934116515,0.1149899178775981,0.7304197896043871,0.9770124742571131,0.8,Fingerprints
,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale'}",0.46206781976564565,0.041837868506301036,0.6797557059456328,0.20454307249648188,0.47985367127480183,0.11484585415628529,0.7304124623382559,0.9770440741506704,0.8,Fingerprints
,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 'scale'}",0.46206781976564726,0.04183786850629196,0.6797557059456341,0.20454307249645967,0.479853671274779,0.1148458541562714,0.730412462338255,0.9770440741506754,0.8,Fingerprints
,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1}",0.4620813913348834,0.041838214166578465,0.6797656885536982,0.20454391745192146,0.4798645083083016,0.11484992896640238,0.7304045441804087,0.9770438844911112,0.8,Fingerprints
,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05}",0.46208139133722825,0.04183821416733091,0.679765688555423,0.2045439174537608,0.47986450830303723,0.11484992896444665,0.7304045441790405,0.9770438844906985,0.8,Fingerprints
,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05}",0.46208139133726056,0.04183821416733712,0.6797656885554467,0.20454391745377598,0.47986450830300115,0.11484992896448391,0.7304045441790218,0.977043884490695,0.8,Fingerprints
,SVR,"{'C': 1, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1}",0.4620813913372607,0.04183821416733805,0.6797656885554468,0.20454391745377826,0.4798645083030001,0.11484992896448079,0.7304045441790217,0.9770438844906945,0.8,Fingerprints
,SVR,"{'C': 10, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1}",0.4620813913373247,0.0418382141672945,0.6797656885554939,0.2045439174536718,0.4798645083030346,0.11484992896444111,0.7304045441789844,0.9770438844907183,0.8,Fingerprints
,SVR,"{'C': 100, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.1}",0.4620813913382982,0.0418382141675794,0.6797656885562099,0.20454391745436823,0.47986450830388944,0.11484992896446129,0.7304045441784164,0.977043884490562,0.8,Fingerprints
,SVR,"{'C': 1000, 'kernel': 'poly', 'epsilon': 0.1, 'gamma': 0.05}",0.4620813913387769,0.04183821416737755,0.679765688556562,0.2045439174538748,0.4798645083037488,0.11484992896450101,0.730404544178137,0.9770438844906728,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.4620917437975478,0.18620604317725764,0.679773303239799,0.43151598252817663,0.5033947311718675,0.3300145727666483,0.7303985041689666,0.8978310255162637,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.4621303341402458,0.186176746504928,0.6798016873620172,0.4314820349735641,0.5034217546729548,0.3299889308463168,0.7303759891289217,0.8978471002414264,0.8,Fingerprints
,GradientBoostingRegressor,"{'max_depth': 3, 'loss': 'squared_error', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.46490806424540093,0.21642470824482843,0.6818416709511094,0.4652146904869067,0.5345149924174674,0.36615625771966587,0.7287553581580883,0.881250414234587,0.8,DescFing
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.46537379509352805,0.27639909129340146,0.6821831096513077,0.5257367129023818,0.5070645795968515,0.404258831945817,0.728483633473553,0.8483432050655784,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.46537379509352805,0.27639909129340146,0.6821831096513077,0.5257367129023818,0.5070645795968515,0.404258831945817,0.728483633473553,0.8483432050655784,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.4654067671493852,0.27626940000787237,0.6822072757962826,0.5256133560021781,0.5071058110737613,0.40412503685126205,0.7284643963508408,0.8484143650849627,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.4654067671493852,0.27626940000787237,0.6822072757962826,0.5256133560021781,0.5071058110737613,0.40412503685126205,0.7284643963508408,0.8484143650849627,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'sgd'}",0.4654315537099096,0.27624354470793805,0.6822254419983981,0.5255887600662119,0.5071750316226494,0.4041603174231258,0.7284499349502995,0.848428551571256,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'sgd'}",0.4654315537099096,0.27624354470793805,0.6822254419983981,0.5255887600662119,0.5071750316226494,0.4041603174231258,0.7284499349502995,0.848428551571256,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.4670723475931976,0.2848071522979319,0.6834269145952606,0.5336732636154184,0.4874190413292357,0.40743216817380185,0.727492634822733,0.843729805008461,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.46711866062724017,0.28387495064931445,0.6834607967010545,0.5327991653984777,0.4875349234115552,0.406774509517523,0.7274656140775628,0.8442412926316667,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.46712379148472605,0.2837820268751677,0.6834645502765495,0.5327119548829063,0.4875470121135284,0.4067092987453463,0.72746262054463,0.8442922787680334,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.46805293328122055,0.19087675252822453,0.6841439419312434,0.43689444094451985,0.4979385925494928,0.3222636260510186,0.7269205246912926,0.8952682645211997,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.46805293328122055,0.19087675252822453,0.6841439419312434,0.43689444094451985,0.4979385925494928,0.3222636260510186,0.7269205246912926,0.8952682645211997,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.46868245028407546,0.2847625752935405,0.6846038637665401,0.5336314976587687,0.4924924065020849,0.4092857038932987,0.726553241077381,0.8437542638646103,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'sgd'}",0.46890178250978404,0.284551130953548,0.6847640341824212,0.5334333425588881,0.4926186108615815,0.40918230316093945,0.7264252745059615,0.8438702807833355,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.468910214823204,0.28456519953962833,0.6847701912490087,0.5334465292225907,0.49262727371616927,0.4091959800773931,0.7264203547809462,0.8438625615225224,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.4741482916797211,0.1619849736759198,0.6885842662156325,0.40247356891592245,0.5102155560963574,0.3057891889533722,0.7233642660826516,0.9111208295936495,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.4745775081705,0.16147618554840132,0.6888958616296805,0.40184099535562734,0.5105503363592263,0.30532596187625455,0.7231138452311593,0.9113999954055162,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'sgd'}",0.47462494764707663,0.16144663078383426,0.6889302922989209,0.40180421946992323,0.5105832216442292,0.3053084717694978,0.7230861672775535,0.9114162117427274,0.8,Fingerprints
,XGBRegressor,"{'max_depth': 3, 'eta': 0.2, 'gamma': 0.1}",0.47483900550829367,0.11286359685626081,0.6890856300259741,0.33595177757568245,0.5219476662599772,0.25119484027706934,0.7229612779663871,0.9380731272165372,0.8,DescFing
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.475714979011741,0.3191733447544792,0.6897209428542395,0.5649542855439538,0.4957232421839472,0.43477671008449986,0.7224502024710819,0.8248734962642075,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.4757691212281732,0.3190795160765408,0.6897601911013517,0.5648712384929337,0.4957528453625445,0.43472031728095717,0.7224186138899535,0.8249249789101977,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.48219667006222894,0.1641865732271111,0.6944038234789818,0.40519942402119863,0.5098313211921824,0.2863735789272256,0.7186685430361717,0.9099128388940407,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.48219667006222894,0.1641865732271111,0.6944038234789818,0.40519942402119863,0.5098313211921824,0.2863735789272256,0.7186685430361717,0.9099128388940407,0.8,Fingerprints
,XGBRegressor,"{'max_depth': 3, 'eta': 0.2, 'gamma': 0}",0.4842991221333767,0.1118368711099705,0.695916030950126,0.3344202014083038,0.5252838192797771,0.24881888954830708,0.7174418943654202,0.9386364790540213,0.8,DescFing
,XGBRegressor,"{'max_depth': 3, 'eta': 0.2, 'gamma': 0.01}",0.48669182338543093,0.11052068176132991,0.6976330148333226,0.332446509624225,0.5261805880574544,0.24853058256681837,0.7160459035361332,0.9393586560235894,0.8,DescFing
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.48921808021784347,0.11947817845118841,0.6994412628790523,0.34565615639127334,0.5157995590694457,0.25253080440043,0.7145719914180015,0.9344437873376514,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.48968179881952456,0.10635652876079552,0.6997726765311179,0.3261234869812285,0.49840511505127844,0.22819743148121235,0.7143014407528231,0.9416434757555299,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.49049386265428846,0.11887327815500491,0.7003526701985854,0.3447800431507092,0.5165430555796211,0.2517669570053071,0.713827652533273,0.9347756887188926,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 200, 'solver': 'sgd'}",0.49178200081843176,0.23744033087991342,0.7012717025650128,0.48727849416931324,0.5080313652175192,0.37105041386213944,0.7130761048578351,0.8697193995793866,0.8,Fingerprints
,MLPRegressor,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.49437920816406705,0.098358104894848,0.7031210480166747,0.31362095735911527,0.5144264133124714,0.2269540522933779,0.7115607975735885,0.9460321129336057,0.8,Fingerprints
