Unnamed: 0,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
,XGBClassifier,"{'max_depth': 5, 'eta': 0.1, 'gamma': 0.01}",0.7087431693989072,0.9801521808298188,0.723744292237443,0.9811212814645309,0.6890243902439024,0.9789325842696629,0.6174863387978142,0.9748251748251748,0.6512968299711815,0.9768745620182201,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7087431693989072,0.9839174378380573,0.723744292237443,0.9845537757437071,0.6890243902439024,0.9817927170868347,0.6174863387978142,0.9804195804195804,0.6512968299711815,0.9811056682995102,0.8,Descriptors
,XGBClassifier,"{'max_depth': 5, 'eta': 0.1, 'gamma': 0.01}",0.7087431693989072,0.9801521808298188,0.723744292237443,0.9811212814645309,0.6890243902439024,0.9789325842696629,0.6174863387978142,0.9748251748251748,0.6512968299711815,0.9768745620182201,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7076181292189007,0.9778390051381339,0.726027397260274,0.9794050343249427,0.7032258064516129,0.9801980198019802,0.5956284153005464,0.9692307692307692,0.6449704142011835,0.9746835443037974,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7067823850851817,0.9839174378380573,0.7214611872146118,0.9845537757437071,0.6848484848484848,0.9817927170868347,0.6174863387978142,0.9804195804195804,0.6494252873563218,0.9811056682995102,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7067823850851817,0.9839174378380573,0.7214611872146118,0.9845537757437071,0.6848484848484848,0.9817927170868347,0.6174863387978142,0.9804195804195804,0.6494252873563218,0.9811056682995102,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200, 'solver': 'sgd'}",0.7041144326583092,0.8074905733182598,0.723744292237443,0.8197940503432495,0.7039473684210527,0.8039513677811551,0.5846994535519126,0.7398601398601399,0.6388059701492537,0.7705753823743626,0.8,Fingerprints
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'adam'}",0.7040501446480233,0.8102356501194836,0.7191780821917808,0.8192219679633868,0.6829268292682927,0.7895500725689405,0.6120218579234973,0.7608391608391608,0.6455331412103748,0.7749287749287749,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.7040501446480233,0.8102356501194836,0.7191780821917808,0.8192219679633868,0.6829268292682927,0.7895500725689405,0.6120218579234973,0.7608391608391608,0.6455331412103748,0.7749287749287749,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7040501446480233,0.9834334107325394,0.7191780821917808,0.9839816933638444,0.6829268292682927,0.9804195804195804,0.6120218579234973,0.9804195804195804,0.6455331412103748,0.9804195804195804,0.8,Descriptors
,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0.01}",0.7040501446480233,0.9848320121311408,0.7191780821917808,0.9851258581235698,0.6829268292682927,0.9804741980474198,0.6120218579234973,0.9832167832167832,0.6455331412103748,0.9818435754189944,0.8,Descriptors
,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0.01}",0.7040501446480233,0.9848320121311408,0.7191780821917808,0.9851258581235698,0.6829268292682927,0.9804741980474198,0.6120218579234973,0.9832167832167832,0.6455331412103748,0.9818435754189944,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7040501446480233,0.9834334107325394,0.7191780821917808,0.9839816933638444,0.6829268292682927,0.9804195804195804,0.6120218579234973,0.9804195804195804,0.6455331412103748,0.9804195804195804,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.7040501446480233,0.8102356501194836,0.7191780821917808,0.8192219679633868,0.6829268292682927,0.7895500725689405,0.6120218579234973,0.7608391608391608,0.6455331412103748,0.7749287749287749,0.8,Descriptors
,XGBClassifier,"{'max_depth': 7, 'eta': 0.1, 'gamma': 0}",0.7032786885245902,0.9848320121311408,0.7191780821917808,0.9851258581235698,0.6851851851851852,0.9804741980474198,0.6065573770491803,0.9832167832167832,0.6434782608695653,0.9818435754189944,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7032786885245902,0.9844014649435753,0.7191780821917808,0.9851258581235698,0.6851851851851852,0.9831697054698457,0.6065573770491803,0.9804195804195804,0.6434782608695653,0.9817927170868348,0.8,DescFing
,XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0}",0.7029251044680167,0.9834334107325394,0.7214611872146118,0.9839816933638444,0.6967741935483871,0.9804195804195804,0.5901639344262295,0.9804195804195804,0.6390532544378699,0.9804195804195804,0.8,DescFing
,XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0}",0.7029251044680167,0.9834334107325394,0.7214611872146118,0.9839816933638444,0.6967741935483871,0.9804195804195804,0.5901639344262295,0.9804195804195804,0.6390532544378699,0.9804195804195804,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7025072324011572,0.9664362742775133,0.7191780821917808,0.9679633867276888,0.6875,0.9634317862165963,0.6010928961748634,0.958041958041958,0.641399416909621,0.9607293127629734,0.8,DescFing
,XGBClassifier,"{'max_depth': 5, 'eta': 0.1, 'gamma': 0.1}",0.7017357762777242,0.9792376065367353,0.7191780821917808,0.9805491990846682,0.689873417721519,0.9802538787023978,0.5956284153005464,0.972027972027972,0.6392961876832844,0.9761235955056179,0.8,Descriptors
,XGBClassifier,"{'max_depth': 5, 'eta': 0.1, 'gamma': 0.1}",0.7017357762777242,0.9792376065367353,0.7191780821917808,0.9805491990846682,0.689873417721519,0.9802538787023978,0.5956284153005464,0.972027972027972,0.6392961876832844,0.9761235955056179,0.8,DescFing
,XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0.1}",0.7013179042108647,0.9846167385373581,0.7168949771689498,0.9851258581235698,0.6809815950920245,0.9818181818181818,0.6065573770491803,0.9818181818181818,0.6416184971098265,0.9818181818181818,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7013179042108647,0.9841861913497926,0.7168949771689498,0.9851258581235698,0.6809815950920245,0.9845288326300985,0.6065573770491803,0.9790209790209791,0.6416184971098265,0.9817671809256663,0.8,DescFing
,XGBClassifier,"{'max_depth': 5, 'eta': 0.2, 'gamma': 0.1}",0.7013179042108647,0.9846167385373581,0.7168949771689498,0.9851258581235698,0.6809815950920245,0.9818181818181818,0.6065573770491803,0.9818181818181818,0.6416184971098265,0.9818181818181818,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'lbfgs'}",0.7009000321440051,0.8264800059572567,0.7146118721461188,0.834096109839817,0.6726190476190477,0.8048780487804879,0.6174863387978142,0.7846153846153846,0.6438746438746439,0.7946175637393768,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7006107360977176,0.9624557436754919,0.7214611872146118,0.9645308924485125,0.7046979865771812,0.9618104667609618,0.5737704918032787,0.951048951048951,0.6325301204819277,0.9563994374120957,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7006107360977176,0.9624557436754919,0.7214611872146118,0.9645308924485125,0.7046979865771812,0.9618104667609618,0.5737704918032787,0.951048951048951,0.6325301204819277,0.9563994374120957,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'lbfgs'}",0.7004821600771457,0.9814438223925154,0.7123287671232876,0.9811212814645309,0.6647398843930635,0.9709944751381215,0.6284153005464481,0.9832167832167832,0.6460674157303371,0.9770674079221681,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 500, 'solver': 'lbfgs'}",0.7004821600771457,0.9053859016104902,0.7123287671232876,0.9113272311212814,0.6647398843930635,0.9069767441860465,0.6284153005464481,0.8727272727272727,0.6460674157303371,0.8895224518888096,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'lbfgs'}",0.7004821600771457,0.8221237620075954,0.7123287671232876,0.8289473684210527,0.6647398843930635,0.7946175637393768,0.6284153005464481,0.7846153846153846,0.6460674157303371,0.7895847994370162,0.8,DescFing
,XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0.01}",0.6990035358405657,0.9837021642442747,0.7168949771689498,0.9845537757437071,0.6878980891719745,0.9831460674157303,0.5901639344262295,0.9790209790209791,0.6352941176470588,0.9810791871058164,0.8,Descriptors
,XGBClassifier,"{'max_depth': 5, 'eta': 0.1, 'gamma': 0}",0.6985856637737062,0.981766055822203,0.7146118721461188,0.9822654462242563,0.6790123456790124,0.9776536312849162,0.6010928961748634,0.9790209790209791,0.6376811594202898,0.9783368273934312,0.8,Descriptors
,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0}",0.6985856637737062,0.9846167385373581,0.7146118721461188,0.9851258581235698,0.6790123456790124,0.9818181818181818,0.6010928961748634,0.9818181818181818,0.6376811594202898,0.9818181818181818,0.8,DescFing
,XGBClassifier,"{'max_depth': 5, 'eta': 0.1, 'gamma': 0}",0.6985856637737062,0.981766055822203,0.7146118721461188,0.9822654462242563,0.6790123456790124,0.9776536312849162,0.6010928961748634,0.9790209790209791,0.6376811594202898,0.9783368273934312,0.8,DescFing
,XGBClassifier,"{'max_depth': None, 'eta': 0.2, 'gamma': 0.1}",0.6978142076502732,0.9844014649435753,0.7146118721461188,0.9851258581235698,0.68125,0.9831697054698457,0.5956284153005464,0.9804195804195804,0.6355685131195337,0.9817927170868348,0.8,Descriptors
,XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0.1}",0.6978142076502732,0.9839174378380573,0.7146118721461188,0.9845537757437071,0.68125,0.9817927170868347,0.5956284153005464,0.9804195804195804,0.6355685131195337,0.9811056682995102,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.6978142076502732,0.9846167385373581,0.7146118721461188,0.9851258581235698,0.68125,0.9818181818181818,0.5956284153005464,0.9818181818181818,0.6355685131195337,0.9818181818181818,0.8,DescFing
,XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0.1}",0.6978142076502732,0.9839174378380573,0.7146118721461188,0.9845537757437071,0.68125,0.9817927170868347,0.5956284153005464,0.9804195804195804,0.6355685131195337,0.9811056682995102,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.6978142076502732,0.9846167385373581,0.7146118721461188,0.9851258581235698,0.68125,0.9818181818181818,0.5956284153005464,0.9818181818181818,0.6355685131195337,0.9818181818181818,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.6978142076502732,0.9846167385373581,0.7146118721461188,0.9851258581235698,0.68125,0.9818181818181818,0.5956284153005464,0.9818181818181818,0.6355685131195337,0.9818181818181818,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.6970427515268403,0.9832181371387567,0.7146118721461188,0.9839816933638444,0.6835443037974683,0.9817671809256662,0.5901639344262295,0.9790209790209791,0.6334310850439883,0.9803921568627452,0.8,Descriptors
,SVC,"{'C': 1, 'kernel': 'poly', 'gamma': 0.05}",0.6962070073931211,0.9601425679838071,0.7100456621004566,0.9628146453089245,0.6666666666666666,0.9629629629629629,0.6120218579234973,0.9454545454545454,0.6381766381766381,0.9541284403669724,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}",0.6954998392799743,0.9844014649435753,0.7146118721461188,0.9851258581235698,0.6883116883116883,0.9831697054698457,0.5792349726775956,0.9804195804195804,0.6290801186943619,0.9817927170868348,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.6947283831565413,0.9852625593187064,0.7146118721461188,0.9851258581235698,0.6907894736842105,0.9778085991678225,0.5737704918032787,0.986013986013986,0.626865671641791,0.9818941504178273,0.8,DescFing
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.6947283831565413,0.9846167385373581,0.7146118721461188,0.9851258581235698,0.6907894736842105,0.9818181818181818,0.5737704918032787,0.9818181818181818,0.626865671641791,0.9818181818181818,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.6927675988428158,0.9763869238215802,0.7123287671232876,0.9776887871853547,0.6862745098039216,0.976056338028169,0.5737704918032787,0.9692307692307692,0.625,0.9726315789473685,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.6927675988428158,0.9537940278501751,0.7123287671232876,0.9593821510297483,0.6862745098039216,0.9763313609467456,0.5737704918032787,0.9230769230769231,0.625,0.9489575844716032,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.6927675988428158,0.9763869238215802,0.7123287671232876,0.9776887871853547,0.6862745098039216,0.976056338028169,0.5737704918032787,0.9692307692307692,0.625,0.9726315789473685,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.6919961427193828,0.9693939168285731,0.7123287671232876,0.9719679633867276,0.6887417218543046,0.9757142857142858,0.5683060109289617,0.9552447552447553,0.622754491017964,0.9653710247349824,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.6915782706525233,0.9836486843263224,0.7100456621004566,0.9839816933638444,0.6794871794871795,0.9790794979079498,0.5792349726775956,0.9818181818181818,0.6253687315634219,0.9804469273743017,0.8,DescFing
,XGBClassifier,"{'max_depth': 7, 'eta': 0.1, 'gamma': 0.01}",0.6915782706525233,0.9848320121311408,0.7100456621004566,0.9851258581235698,0.6794871794871795,0.9804741980474198,0.5792349726775956,0.9832167832167832,0.6253687315634219,0.9818435754189944,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.01, 'min_impurity_decrease': 0.2}",0.6912246865959498,0.975525829446449,0.7123287671232876,0.9776887871853547,0.6912751677852349,0.9814814814814815,0.5628415300546448,0.9636363636363636,0.6204819277108434,0.9724770642201834,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'lbfgs'}",0.6882995821279332,0.9398134295520548,0.6963470319634704,0.9387871853546911,0.6358695652173914,0.9086021505376344,0.639344262295082,0.9454545454545454,0.6376021798365124,0.9266620973269363,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.6864673738347797,0.7615025826061644,0.7031963470319634,0.7745995423340961,0.6645962732919255,0.7413533834586467,0.5846994535519126,0.6895104895104895,0.622093023255814,0.7144927536231884,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500, 'solver': 'sgd'}",0.6864673738347797,0.76193312979373,0.7031963470319634,0.7745995423340961,0.6645962732919255,0.7399103139013453,0.5846994535519126,0.6923076923076923,0.622093023255814,0.7153179190751445,0.8,DescFing
,SVC,"{'C': 10, 'kernel': 'poly', 'gamma': 0.05}",0.6856316297010607,0.9839174378380573,0.6986301369863014,0.9845537757437071,0.6491228070175439,0.9817927170868347,0.6065573770491803,0.9804195804195804,0.6271186440677966,0.9811056682995102,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0.05}",0.6789778206364513,0.9782695523256995,0.6917808219178082,0.9794050343249427,0.6395348837209303,0.9774964838255977,0.6010928961748634,0.972027972027972,0.619718309859155,0.9747545582047685,0.8,Fingerprints
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.6762455801992928,0.7313311083882236,0.6894977168949772,0.7397025171624714,0.6374269005847953,0.6805555555555556,0.5956284153005464,0.6853146853146853,0.6158192090395481,0.6829268292682927,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.6745419479267116,0.7784394695333708,0.7054794520547946,0.801487414187643,0.717741935483871,0.8262411347517731,0.48633879781420764,0.6517482517482518,0.5798045602605865,0.72869429241595,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}",0.6719704275152684,0.9839709177560096,0.6872146118721462,0.9851258581235698,0.6385542168674698,0.9858956276445698,0.5792349726775956,0.9776223776223776,0.6074498567335244,0.9817415730337078,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0.2}",0.6704275152684024,0.9726216668133416,0.6872146118721462,0.9742562929061785,0.6419753086419753,0.9731638418079096,0.5683060109289617,0.9636363636363636,0.6028985507246376,0.9683766690091357,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.6692381870781099,0.9838639579201051,0.684931506849315,0.9839816933638444,0.6363636363636364,0.9777468706536857,0.5737704918032787,0.9832167832167832,0.6034482758620691,0.9804741980474198,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.6692381870781099,0.9838639579201051,0.684931506849315,0.9839816933638444,0.6363636363636364,0.9777468706536857,0.5737704918032787,0.9832167832167832,0.6034482758620691,0.9804741980474198,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.6692381870781099,0.9838639579201051,0.684931506849315,0.9839816933638444,0.6363636363636364,0.9777468706536857,0.5737704918032787,0.9832167832167832,0.6034482758620691,0.9804741980474198,0.8,DescFing
,GradientBoostingClassifier,"{'max_depth': 3, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.1}",0.6692381870781099,0.9838639579201051,0.684931506849315,0.9839816933638444,0.6363636363636364,0.9777468706536857,0.5737704918032787,0.9832167832167832,0.6034482758620691,0.9804741980474198,0.8,Descriptors
