Unnamed: 0,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1,split,preprocessing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'adam'}",0.8084068430900829,0.8440706513308069,0.8052805280528053,0.8404958677685951,0.7430555555555556,0.7875210792580101,0.8294573643410853,0.8745318352059925,0.7838827838827839,0.828748890860692,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8084068430900829,0.8440706513308069,0.8052805280528053,0.8404958677685951,0.7430555555555556,0.7875210792580101,0.8294573643410853,0.8745318352059925,0.7838827838827839,0.828748890860692,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8082731889869018,0.8452590696540566,0.8085808580858086,0.843801652892562,0.7591240875912408,0.8021015761821366,0.8062015503875969,0.8576779026217228,0.781954887218045,0.8289592760180996,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.8065356856455494,0.8407657957139375,0.801980198019802,0.8363636363636363,0.7346938775510204,0.7790697674418605,0.8372093023255814,0.8782771535580525,0.782608695652174,0.8257042253521127,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.8065356856455494,0.8407657957139375,0.801980198019802,0.8363636363636363,0.7346938775510204,0.7790697674418605,0.8372093023255814,0.8782771535580525,0.782608695652174,0.8257042253521127,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.8065356856455494,0.8407657957139375,0.801980198019802,0.8363636363636363,0.7346938775510204,0.7790697674418605,0.8372093023255814,0.8782771535580525,0.782608695652174,0.8257042253521127,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.8062683774391874,0.9526239390111473,0.8085808580858086,0.9512396694214876,0.7669172932330827,0.9279279279279279,0.7906976744186046,0.9644194756554307,0.7786259541984734,0.9458218549127639,0.8,DescFing
,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8052659716653301,0.9905342065022271,0.8085808580858086,0.9900826446280991,0.7709923664122137,0.9833333333333333,0.7829457364341085,0.9943820224719101,0.7769230769230768,0.9888268156424581,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.8051323175621491,0.8224021009241407,0.8118811881188119,0.8272727272727273,0.7903225806451613,0.8192534381139489,0.7596899224806202,0.7808988764044944,0.7747035573122529,0.7996164908916586,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.8045308740978347,0.8315520909513994,0.801980198019802,0.8289256198347107,0.7412587412587412,0.7794871794871795,0.8217054263565892,0.8539325842696629,0.7794117647058824,0.8150134048257374,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.8045308740978347,0.8315520909513994,0.801980198019802,0.8289256198347107,0.7412587412587412,0.7794871794871795,0.8217054263565892,0.8539325842696629,0.7794117647058824,0.8150134048257374,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'adam'}",0.8045308740978347,0.8315520909513994,0.801980198019802,0.8289256198347107,0.7412587412587412,0.7794871794871795,0.8217054263565892,0.8539325842696629,0.7794117647058824,0.8150134048257374,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.8042635658914729,0.9849633224741263,0.8085808580858086,0.984297520661157,0.7751937984496124,0.9742173112338858,0.7751937984496124,0.9906367041198502,0.7751937984496124,0.9823584029712163,0.8,DescFing
,RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.8033948142207966,0.9755446224763424,0.8052805280528053,0.9735537190082645,0.7611940298507462,0.9498207885304659,0.7906976744186046,0.9925093632958801,0.7756653992395437,0.9706959706959707,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8026597166533013,0.8537802229461694,0.7986798679867987,0.8495867768595041,0.7328767123287672,0.794314381270903,0.8294573643410853,0.8895131086142322,0.7781818181818182,0.8392226148409895,0.8,Descriptors
,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.8006549051055868,0.8320950513042129,0.7986798679867987,0.8297520661157025,0.7394366197183099,0.781786941580756,0.813953488372093,0.8520599250936329,0.7749077490774907,0.8154121863799284,0.8,Descriptors
,LogisticRegression,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.8003875968992249,0.8569992021807061,0.8052805280528053,0.8586776859504133,0.7734375,0.8379888268156425,0.7674418604651163,0.8426966292134831,0.7704280155642024,0.8403361344537815,0.8,DescFing
,LogisticRegression,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}",0.7995188452285485,0.8445277353012876,0.801980198019802,0.8462809917355372,0.7593984962406015,0.8234200743494424,0.7829457364341085,0.8295880149812734,0.7709923664122136,0.8264925373134329,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.7990510558674151,0.8435664738603373,0.7887788778877888,0.8355371900826446,0.7044025157232704,0.7621283255086072,0.8682170542635659,0.9119850187265918,0.7777777777777777,0.8303495311167945,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.7989174017642342,0.8464308667420163,0.7920792079207921,0.8404958677685951,0.7171052631578947,0.7763371150729336,0.8449612403100775,0.897003745318352,0.7758007117437722,0.8323197219808862,0.8,DescFing
,RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7985164394546913,0.9693836845954392,0.801980198019802,0.9677685950413223,0.7633587786259542,0.9459459459459459,0.7751937984496124,0.9831460674157303,0.7692307692307694,0.9641873278236914,0.8,DescFing
,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.797514033680834,0.9849633224741263,0.801980198019802,0.984297520661157,0.7674418604651163,0.9742173112338858,0.7674418604651163,0.9906367041198502,0.7674418604651162,0.9823584029712163,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.7961774926490244,0.8402145247434789,0.7854785478547854,0.8322314049586776,0.7,0.758998435054773,0.8682170542635659,0.9082397003745318,0.7750865051903114,0.8269394714407502,0.8,DescFing
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7956428762363005,0.9858996520621413,0.7986798679867987,0.9851239669421488,0.7575757575757576,0.9742647058823529,0.7751937984496124,0.9925093632958801,0.7662835249042146,0.9833024118738405,0.8,Descriptors
,RandomForestClassifier,"{'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7946404704624432,0.9401995656317178,0.7986798679867987,0.9380165289256198,0.7615384615384615,0.9061946902654867,0.7674418604651163,0.9588014981273408,0.7644787644787645,0.9317561419472247,0.8,DescFing
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.7926356589147286,0.9595799259800988,0.7986798679867987,0.9603305785123967,0.7698412698412699,0.956766917293233,0.751937984496124,0.9531835205992509,0.7607843137254903,0.9549718574108818,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.7923683507083668,0.8441980808013652,0.8052805280528053,0.8520661157024794,0.8125,0.8736842105263158,0.7054263565891473,0.7771535580524345,0.7551867219917013,0.8225966303270565,0.8,DescFing
,RandomForestClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7907645014701952,0.9734752786827117,0.7953795379537953,0.971900826446281,0.7596899224806202,0.9512635379061372,0.7596899224806202,0.9868913857677902,0.7596899224806202,0.9687499999999999,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'adam'}",0.7906308473670142,0.8579909358863551,0.7986798679867987,0.8619834710743801,0.7786885245901639,0.8576998050682261,0.7364341085271318,0.8239700374531835,0.7569721115537847,0.8404966571155682,0.8,DescFing
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7898957497995189,0.9860963366797421,0.7920792079207921,0.9851239669421488,0.746268656716418,0.9725274725274725,0.7751937984496124,0.9943820224719101,0.7604562737642587,0.9833333333333333,0.8,DescFing
,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7898957497995189,0.9860963366797421,0.7920792079207921,0.9851239669421488,0.746268656716418,0.9725274725274725,0.7751937984496124,0.9943820224719101,0.7604562737642587,0.9833333333333333,0.8,Descriptors
,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 10, 'learning_rate': 1.0, 'min_impurity_decrease': 0}",0.7897620956963378,0.9054057797575515,0.7953795379537953,0.9066115702479339,0.7637795275590551,0.8934579439252337,0.751937984496124,0.8951310861423221,0.7578125,0.8942937324602432,0.8,Fingerprints
,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7897620956963378,0.9611534029209051,0.7953795379537953,0.9603305785123967,0.7637795275590551,0.9434306569343066,0.751937984496124,0.9681647940074907,0.7578125,0.9556377079482439,0.8,DescFing
,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.7894279604383855,0.825272034217583,0.7788778877887789,0.8148760330578513,0.69375,0.7327327327327328,0.8604651162790697,0.9138576779026217,0.768166089965398,0.8133333333333335,0.8,Descriptors
