,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
2243,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7963306980026209,0.9962121212121212,0.8,0.9955849889624724,0.7847826086956522,0.9895287958115183,0.7616033755274262,1.0,0.7730192719486081,0.9947368421052631
2318,SVC,"{'C': 0.01, 'kernel': 'poly', 'gamma': 0.1}",0.7961758903241601,0.973514911014911,0.8009433962264151,0.9735099337748344,0.7928730512249443,0.9633507853403142,0.7510548523206751,0.9735449735449735,0.771397616468039,0.9684210526315788
2331,SVC,"{'C': 0.1, 'kernel': 'poly', 'gamma': 0.05}",0.7959742803243041,0.9806998556998557,0.8009433962264151,0.9801324503311258,0.7941834451901566,0.96875,0.7489451476793249,0.9841269841269841,0.7709011943539631,0.9763779527559054
2282,XGBClassifier,"{'max_depth': None, 'eta': 0.2, 'gamma': 0.01}",0.7955710603245921,0.9909211159211159,0.8009433962264151,0.9911699779249448,0.7968397291196389,0.9894179894179894,0.7447257383966245,0.9894179894179894,0.7699018538713196,0.9894179894179894
2335,SVC,"{'C': 1, 'kernel': 'rbf', 'gamma': 'scale'}",0.7955242580031969,0.9054232804232804,0.8,0.9072847682119205,0.7898230088495575,0.8848167539267016,0.7531645569620253,0.8941798941798942,0.7710583153347733,0.8894736842105264
2223,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 50, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7951210380034849,0.9962121212121212,0.8,0.9955849889624724,0.7924107142857143,0.9895287958115183,0.7489451476793249,1.0,0.7700650759219089,0.9947368421052631
2308,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0}",0.7938645756829539,0.9935666185666185,0.7990566037735849,0.9933774834437086,0.7932584269662921,0.9894736842105263,0.7447257383966245,0.9947089947089947,0.7682263329706203,0.992084432717678
698,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7938177733615588,0.973514911014911,0.7981132075471699,0.9735099337748344,0.7863436123348018,0.9633507853403142,0.7531645569620253,0.9735449735449735,0.769396551724138,0.9684210526315788
2280,XGBClassifier,"{'max_depth': None, 'eta': 0.1, 'gamma': 0.1}",0.7937097680044931,0.9727633477633478,0.8,0.9735099337748344,0.8018433179723502,0.9682539682539683,0.7341772151898734,0.9682539682539683,0.7665198237885463,0.9682539682539683
1226,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7936161633617028,0.9882756132756133,0.7981132075471699,0.9889624724061811,0.7876106194690266,0.9893617021276596,0.7510548523206751,0.9841269841269841,0.7688984881209503,0.986737400530504
745,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.7932129433619908,0.9368085618085619,0.7981132075471699,0.9359823399558499,0.7901785714285714,0.9081632653061225,0.7468354430379747,0.9417989417989417,0.7678958785249457,0.9246753246753245
2003,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7930113333621348,0.9962121212121212,0.7981132075471699,0.9955849889624724,0.7914798206278026,0.9895287958115183,0.7447257383966245,1.0,0.7673913043478261,0.9947368421052631
1275,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7928097233622787,0.9655784030784031,0.7981132075471699,0.9668874172185431,0.7927927927927928,0.9627659574468085,0.7426160337552743,0.9576719576719577,0.7668845315904139,0.9602122015915119
651,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7925613110410277,0.9962121212121212,0.7971698113207547,0.9955849889624724,0.7871396895787139,0.9895287958115183,0.7489451476793249,1.0,0.7675675675675676,0.9947368421052631
2183,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7924065033625668,0.995460557960558,0.7981132075471699,0.9955849889624724,0.7954545454545454,0.9947089947089947,0.7383966244725738,0.9947089947089947,0.7658643326039386,0.9947089947089947
2163,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0}",0.7919564810414597,0.995460557960558,0.7971698113207547,0.9955849889624724,0.7910112359550562,0.9947089947089947,0.7426160337552743,0.9947089947089947,0.766050054406964,0.9947089947089947
1417,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.7919096787200645,0.9773027898027897,0.7962264150943397,0.977924944812362,0.7841409691629956,0.9735449735449735,0.7510548523206751,0.9735449735449735,0.7672413793103449,0.9735449735449735
2266,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'exponential', 'n_estimators': 200, 'learning_rate': 0.5, 'min_impurity_decrease': 0.2}",0.7919096787200645,0.9928150553150552,0.7962264150943397,0.9933774834437086,0.7841409691629956,0.9946808510638298,0.7510548523206751,0.9894179894179894,0.7672413793103449,0.9920424403183024
2337,SVC,"{'C': 1, 'kernel': 'rbf', 'gamma': 0.05}",0.7913984533632867,0.9773027898027897,0.7981132075471699,0.977924944812362,0.8023255813953488,0.9735449735449735,0.7278481012658228,0.9735449735449735,0.7632743362831858,0.9735449735449735
2068,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 50, 'learning_rate': 1.0, 'min_impurity_decrease': 0.05}",0.7908080240779942,0.995460557960558,0.7943396226415095,0.9955849889624724,0.7770562770562771,0.9947089947089947,0.7573839662447257,0.9947089947089947,0.7670940170940171,0.9947089947089947
2187,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 1.0, 'min_impurity_decrease': 0}",0.7906064140781383,0.995460557960558,0.7943396226415095,0.9955849889624724,0.7782608695652173,0.9947089947089947,0.7552742616033755,0.9947089947089947,0.766595289079229,0.9947089947089947
2347,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale'}",0.7903580017568871,0.9909211159211159,0.7933962264150943,0.9911699779249448,0.7730192719486081,0.9894179894179894,0.7616033755274262,0.9894179894179894,0.767268862911796,0.9894179894179894
2283,XGBClassifier,"{'max_depth': None, 'eta': 0.2, 'gamma': 0.1}",0.7902499963998215,0.986381673881674,0.7952830188679245,0.9867549668874173,0.7874720357941835,0.9841269841269841,0.7426160337552743,0.9841269841269841,0.7643865363735071,0.9841269841269841
1321,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.7902031940784264,0.9262265512265512,0.7943396226415095,0.9271523178807947,0.7807017543859649,0.90625,0.7510548523206751,0.9206349206349206,0.7655913978494623,0.9133858267716536
747,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7900483863999654,0.9523208273208273,0.7952830188679245,0.9514348785871964,0.7887640449438202,0.9282051282051282,0.740506329113924,0.9576719576719577,0.763873775843308,0.9427083333333334
2004,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.5, 'min_impurity_decrease': 0.05}",0.7900015840785702,0.9928150553150552,0.7943396226415095,0.9933774834437086,0.7819383259911894,0.9946808510638298,0.7489451476793249,0.9894179894179894,0.7650862068965518,0.9920424403183024
2019,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7898935787215046,0.9962121212121212,0.7962264150943397,0.9955849889624724,0.7972350230414746,0.9895287958115183,0.729957805907173,1.0,0.7621145374449338,0.9947368421052631
2310,XGBClassifier,"{'max_depth': 7, 'eta': 0.2, 'gamma': 0.1}",0.7898935787215046,0.9882756132756133,0.7962264150943397,0.9889624724061811,0.7972350230414746,0.9893617021276596,0.729957805907173,0.9841269841269841,0.7621145374449338,0.986737400530504
1567,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500, 'solver': 'sgd'}",0.7898467764001095,0.9655784030784031,0.7952830188679245,0.9668874172185431,0.7900677200902935,0.9627659574468085,0.7383966244725738,0.9576719576719577,0.7633587786259542,0.9602122015915119
1227,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 200}",0.7898467764001095,0.9901695526695528,0.7952830188679245,0.9911699779249448,0.7900677200902935,0.9946524064171123,0.7383966244725738,0.9841269841269841,0.7633587786259542,0.9893617021276594
2179,GradientBoostingClassifier,"{'max_depth': 7, 'loss': 'log_loss', 'n_estimators': 200, 'learning_rate': 0.1, 'min_impurity_decrease': 0}",0.7897999740787143,0.9962121212121212,0.7943396226415095,0.9955849889624724,0.7831858407079646,0.9895287958115183,0.7468354430379747,1.0,0.7645788336933045,0.9947368421052631
1337,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.7896919687216486,0.8816137566137565,0.7962264150943397,0.8874172185430463,0.7986111111111112,0.8791208791208791,0.7278481012658228,0.8465608465608465,0.7615894039735099,0.862533692722372
2081,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'exponential', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.1}",0.7894903587217927,0.9882756132756133,0.7962264150943397,0.9889624724061811,0.8,0.9893617021276596,0.7257383966244726,0.9841269841269841,0.7610619469026549,0.986737400530504
2002,GradientBoostingClassifier,"{'max_depth': 5, 'loss': 'log_loss', 'n_estimators': 100, 'learning_rate': 0.1, 'min_impurity_decrease': 0.2}",0.7892419464005415,0.982984607984608,0.7952830188679245,0.9845474613686535,0.7940503432494279,0.989247311827957,0.7320675105485233,0.9735449735449735,0.7618002195389683,0.9813333333333333
