model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
82,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'best'}
83,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'random'}
84,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'best'}
85,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'random'}
86,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'best'}
87,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'random'}
88,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'best'}
89,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'random'}
90,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'best'}
91,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'random'}
92,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'best'}
93,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'random'}
94,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'best'}
95,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'random'}
96,0.7659419062539696,0.9286265432098765,0.7701453104359313,0.9351851851851852,0.7522935779816514,0.9629629629629629,0.7256637168141593,0.8827160493827161,0.7387387387387386,0.9210950080515299,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}
97,0.7639094719905152,0.9270833333333335,0.7688243064729194,0.9338624338624338,0.7546583850931677,0.9628378378378378,0.7168141592920354,0.8796296296296297,0.735249621785174,0.9193548387096774,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}
98,0.7542236524537409,0.9506172839506174,0.760898282694848,0.955026455026455,0.7548387096774194,0.9738562091503268,0.6902654867256637,0.9197530864197531,0.7211093990755008,0.946031746031746,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}
99,0.7604021114733737,0.9540895061728394,0.7661822985468957,0.9576719576719577,0.7563291139240507,0.9709677419354839,0.7050147492625368,0.9290123456790124,0.7297709923664123,0.9495268138801262,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}
100,0.7570923487318457,0.94945987654321,0.76221928665786,0.9537037037037037,0.7476635514018691,0.9706840390879479,0.7079646017699115,0.9197530864197531,0.7272727272727274,0.9445324881141045,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}
101,0.7695304230003812,0.951388888888889,0.774108322324967,0.955026455026455,0.7592592592592593,0.967741935483871,0.7256637168141593,0.9259259259259259,0.742081447963801,0.9463722397476341,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}
102,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'best'}
103,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'random'}
104,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'best'}
105,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'random'}
106,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'best'}
107,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'random'}
108,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'best'}
109,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'random'}
110,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'best'}
111,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'random'}
112,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'best'}
113,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'random'}
114,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'best'}
115,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'random'}
116,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'best'}
117,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'random'}
118,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'best'}
119,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'random'}
120,0.7788210469859281,0.8815586419753086,0.7846763540290621,0.8902116402116402,0.7802547770700637,0.9140893470790378,0.7227138643067846,0.8209876543209876,0.7503828483920367,0.865040650406504,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}
121,0.7859169242494813,0.8815586419753086,0.7912813738441216,0.8902116402116402,0.7854889589905363,0.9140893470790378,0.7345132743362832,0.8209876543209876,0.7591463414634146,0.865040650406504,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}
122,0.76012335746849,0.8969907407407407,0.7661822985468957,0.9047619047619048,0.7579617834394905,0.9285714285714286,0.7020648967551623,0.8425925925925926,0.7289433384379786,0.883495145631068,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}
123,0.764629292458822,0.8935185185185186,0.7714663143989432,0.9021164021164021,0.7694805194805194,0.9310344827586207,0.6991150442477876,0.8333333333333334,0.732612055641422,0.8794788273615635,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}
124,0.7655467107027423,0.8935185185185185,0.7727873183619551,0.9007936507936508,0.7737704918032787,0.9191919191919192,0.696165191740413,0.8425925925925926,0.7329192546583851,0.8792270531400966,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}
125,0.7699714894638042,0.8923611111111112,0.7767503302509907,0.9007936507936508,0.775974025974026,0.9278350515463918,0.7050147492625368,0.8333333333333334,0.7387944358578051,0.8780487804878049,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}
126,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'best'}
127,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'random'}
128,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'best'}
129,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'random'}
130,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'best'}
131,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'random'}
132,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'best'}
133,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'random'}
134,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'best'}
135,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'random'}
136,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'best'}
137,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'random'}
138,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'best'}
139,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'random'}
140,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'best'}
141,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'random'}
142,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'best'}
143,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'random'}
144,0.7666158558100803,0.9498456790123457,0.7675033025099075,0.9523809523809523,0.7321937321937322,0.9556962025316456,0.7581120943952803,0.9320987654320988,0.744927536231884,0.9437500000000001,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}
145,0.7630273390636688,0.9498456790123457,0.7635402906208718,0.9523809523809523,0.7259887005649718,0.9556962025316456,0.7581120943952803,0.9320987654320988,0.7417027417027418,0.9437500000000001,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}
146,0.7844772833128679,0.9614197530864197,0.7859973579920739,0.9629629629629629,0.7565217391304347,0.9625,0.7699115044247787,0.9506172839506173,0.763157894736842,0.9565217391304348,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}
147,0.7759064797956274,0.9606481481481481,0.7780713342140027,0.9629629629629629,0.750733137829912,0.9683544303797469,0.7551622418879056,0.9444444444444444,0.7529411764705882,0.9562499999999999,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}
148,0.7833622672933339,0.9564043209876544,0.7859973579920739,0.9576719576719577,0.7626112759643917,0.953416149068323,0.7581120943952803,0.9475308641975309,0.7603550295857988,0.9504643962848298,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}
149,0.7874271358202425,0.9556327160493827,0.7886393659180978,0.9563492063492064,0.7579250720461095,0.9476923076923077,0.775811209439528,0.9506172839506173,0.7667638483965015,0.9491525423728813,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}
150,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'best'}
151,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'gini', 'splitter': 'random'}
152,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'best'}
153,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'entropy', 'splitter': 'random'}
154,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'best'}
155,0.7063061918674401,0.7773919753086419,0.7159841479524438,0.791005291005291,0.7123287671232876,0.8007246376811594,0.6135693215339233,0.6820987654320988,0.6592709984152139,0.7366666666666668,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'criterion': 'log_loss', 'splitter': 'random'}
156,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'best'}
157,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'gini', 'splitter': 'random'}
158,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'best'}
159,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'entropy', 'splitter': 'random'}
160,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'best'}
161,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.1, 'criterion': 'log_loss', 'splitter': 'random'}
162,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'best'}
163,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'gini', 'splitter': 'random'}
164,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'best'}
165,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'entropy', 'splitter': 'random'}
166,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'best'}
167,0.5,0.5,0.5521796565389696,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.2, 'criterion': 'log_loss', 'splitter': 'random'}
168,0.7682530945223074,0.9054783950617283,0.7714663143989432,0.9113756613756614,0.7485029940119761,0.9240924092409241,0.7374631268436578,0.8641975308641975,0.7429420505200595,0.8931419457735247,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}
169,0.7831646695177203,0.9047067901234569,0.7873183619550859,0.91005291005291,0.7730061349693251,0.9183006535947712,0.7433628318584071,0.8672839506172839,0.7578947368421053,0.892063492063492,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}
170,0.793291555517918,0.9320987654320988,0.797886393659181,0.9351851851851852,0.7888198757763976,0.9365079365079365,0.7492625368731564,0.9104938271604939,0.7685325264750379,0.9233176838810643,DecisionTreeClassifier,{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}
