,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
712,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.6939656420402451,0.8530138339920947,0.7217987804878049,0.8615560640732265,0.697841726618705,0.8621700879765396,0.5490566037735849,0.7989130434782609,0.6145723336853222,0.8293370944992947
2349,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.05}",0.6937147131206872,0.9912302371541503,0.7157012195121951,0.9919908466819222,0.6717724288840262,0.9945205479452055,0.5792452830188679,0.9864130434782609,0.6220871327254307,0.990450204638472
2343,SVC,"{'C': 1, 'kernel': 'poly', 'gamma': 0.05}",0.6925831202046036,0.9912302371541503,0.7103658536585366,0.9919908466819222,0.654320987654321,0.9945205479452055,0.6,0.9864130434782609,0.625984251968504,0.990450204638472
2361,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.05}",0.691827920667857,0.9912302371541503,0.7141768292682927,0.9919908466819222,0.6703296703296703,0.9945205479452055,0.5754716981132075,0.9864130434782609,0.6192893401015228,0.990450204638472
2373,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 0.05}",0.691827920667857,0.9912302371541503,0.7141768292682927,0.9919908466819222,0.6703296703296703,0.9945205479452055,0.5754716981132075,0.9864130434782609,0.6192893401015228,0.990450204638472
1408,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.6916083578632437,0.9346590909090909,0.7088414634146342,0.9393592677345538,0.6510204081632653,0.9487179487179487,0.6018867924528302,0.904891304347826,0.6254901960784314,0.9262865090403338
746,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.6914708295131013,0.9187252964426877,0.7202743902439024,0.9221967963386728,0.6982968369829684,0.9166666666666666,0.5415094339622641,0.8967391304347826,0.6099893730074388,0.9065934065934065
2371,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 'scale'}",0.6902982193697823,0.9912302371541503,0.7065548780487805,0.9919908466819222,0.6458752515090543,0.9945205479452055,0.6056603773584905,0.9864130434782609,0.6251217137293087,0.990450204638472
2359,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale'}",0.6902982193697823,0.9912302371541503,0.7065548780487805,0.9919908466819222,0.6458752515090543,0.9945205479452055,0.6056603773584905,0.9864130434782609,0.6251217137293087,0.990450204638472
2330,SVC,"{'C': 0.1, 'kernel': 'poly', 'gamma': 0.1}",0.6900569415625151,0.9912302371541503,0.708079268292683,0.9919908466819222,0.6515463917525773,0.9945205479452055,0.5962264150943396,0.9864130434782609,0.6226600985221675,0.990450204638472
2365,SVC,"{'C': 100, 'kernel': 'poly', 'gamma': 'scale'}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2366,SVC,"{'C': 100, 'kernel': 'poly', 'gamma': 0.1}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2367,SVC,"{'C': 100, 'kernel': 'poly', 'gamma': 0.05}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2355,SVC,"{'C': 10, 'kernel': 'poly', 'gamma': 0.05}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2377,SVC,"{'C': 1000, 'kernel': 'poly', 'gamma': 'scale'}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2378,SVC,"{'C': 1000, 'kernel': 'poly', 'gamma': 0.1}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2354,SVC,"{'C': 10, 'kernel': 'poly', 'gamma': 0.1}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2379,SVC,"{'C': 1000, 'kernel': 'poly', 'gamma': 0.05}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
2342,SVC,"{'C': 1, 'kernel': 'poly', 'gamma': 0.1}",0.6897215654104135,0.9912302371541503,0.7073170731707317,0.9919908466819222,0.6495901639344263,0.9945205479452055,0.5981132075471698,0.9864130434782609,0.6227897838899803,0.990450204638472
697,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.6895526709453265,0.9487401185770752,0.7179878048780488,0.9496567505720824,0.6932367149758454,0.9378378378378378,0.5415094339622641,0.9429347826086957,0.608050847457627,0.9403794037940378
