,Classifier,Accuracy
0,SVC-0.01-2,0.5616
1,SVC-0.01-3,0.5648
2,SVC-0.01-4,0.5708
3,SVC-0.01-5,0.5734
4,SVC-0.1-2,0.6287
5,SVC-0.1-3,0.6484
6,SVC-0.1-4,0.5951
7,SVC-0.1-5,0.5971
8,SVC-1-2,0.7689
9,SVC-1-3,0.7913
10,SVC-1-4,0.7511
11,SVC-1-5,0.7288
12,SVC-10-2,0.7834
13,SVC-10-3,0.7979
14,SVC-10-4,0.7854
15,SVC-10-5,0.7828
16,SVC-100-2,0.7683
17,SVC-100-3,0.7788
18,SVC-100-4,0.7939
19,SVC-100-5,0.7893
20,SVC-1000-2,0.7637
21,SVC-1000-3,0.7696
22,SVC-1000-4,0.7775
23,SVC-1000-5,0.7729
