,model,hyperparams,roc_auc,accuracy,precision,recall,f1
177,XGBClassifier,{},0.712977737254008,0.7310155535224153,0.6997455470737913,0.6097560975609756,0.6516587677725119
188,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.7119053539728261,0.7227813357731016,0.6689497716894978,0.6496674057649667,0.6591676040494938
157,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500}",0.7116031525650856,0.7255260750228728,0.6801909307875895,0.6319290465631929,0.6551724137931034
170,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 7}",0.7106412886558773,0.7282708142726441,0.6944444444444444,0.6097560975609756,0.6493506493506495
155,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 1000}",0.7100437933011446,0.6907593778591034,0.5901116427432217,0.8203991130820399,0.686456400742115
158,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 1000}",0.7083773683956041,0.7108874656907593,0.6374745417515275,0.6940133037694013,0.6645435244161358
190,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",0.7080112729759412,0.7182067703568161,0.6613995485327314,0.6496674057649667,0.6554809843400449
191,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.7072048269335709,0.7145471180237878,0.6507592190889371,0.6651884700665188,0.6578947368421053
60,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.706893991199895,0.727355901189387,0.7018469656992085,0.5898004434589801,0.6409638554216869
167,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 7}",0.7068663613569017,0.7246111619396157,0.6893939393939394,0.6053215077605322,0.6446280991735537
174,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 3}",0.706719577815999,0.7209515096065874,0.6746411483253588,0.6252771618625277,0.6490218642117376
57,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.7054555124990503,0.7264409881061299,0.7021276595744681,0.5853658536585366,0.6384522370012092
128,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000}",0.7052344737551028,0.7044830741079597,0.625,0.7095343680709535,0.6645898234683282
192,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3}",0.7046577007826154,0.7127172918572735,0.649890590809628,0.6585365853658537,0.6541850220264317
54,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.7041085576531212,0.7236962488563586,0.6935064935064935,0.5920177383592018,0.6387559808612441
