,model,hyperparams,roc_auc,accuracy,precision,recall,f1
145,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 500}",0.6606284582836063,0.6335048599199543,0.5317164179104478,0.8039492242595204,0.6400898371701291
60,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6597476131062168,0.6781017724413951,0.6119631901840491,0.5627644569816643,0.586333578251286
31,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6597157426494521,0.6775300171526587,0.6103500761035008,0.5655853314527504,0.5871156661786238
78,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6590105240316806,0.6769582618639223,0.6097560975609756,0.5641748942172073,0.5860805860805861
35,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6584009167842031,0.6781017724413951,0.6140625,0.5543018335684062,0.5826538176426983
176,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 7}",0.6576014429857873,0.6718124642652945,0.597684515195369,0.5825105782792666,0.5900000000000001
29,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6575349896929585,0.6786735277301315,0.6172248803827751,0.5458392101551481,0.5793413173652695
40,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6550023055224042,0.6775300171526587,0.6178861788617886,0.535966149506347,0.5740181268882176
74,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.654682244765108,0.6758147512864494,0.6130573248407644,0.5430183356840621,0.5759162303664922
55,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6546198600412282,0.6706689536878216,0.5985185185185186,0.5698166431593794,0.5838150289017341
153,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 200}",0.6545005153520669,0.6443682104059463,0.5474372955288986,0.7080394922425952,0.6174661746617467
189,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3}",0.6544618639470543,0.6638078902229846,0.582089552238806,0.6050775740479548,0.5933609958506224
67,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.654425924921341,0.675242995997713,0.6117274167987322,0.5444287729196051,0.5761194029850748
130,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500}",0.6539892318541825,0.6392224128073185,0.540625,0.7320169252468265,0.621929298981426
28,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6537539329499837,0.6712407089765581,0.6012084592145015,0.5613540197461213,0.5805981035740336
168,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 3}",0.6537234186828687,0.6666666666666666,0.5894886363636364,0.5853314527503526,0.5874026893135172
187,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",0.653530839752631,0.6672384219554031,0.5911047345767575,0.5811001410437235,0.5860597439544807
77,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6530805847889769,0.6712407089765581,0.6021341463414634,0.5571227080394923,0.5787545787545787
30,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6530473581425627,0.6746712407089765,0.6121794871794872,0.538787023977433,0.5731432858214555
57,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6525998155582076,0.6706689536878216,0.6012176560121766,0.5571227080394923,0.5783308931185945
188,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6524418194640339,0.6638078902229846,0.5841446453407511,0.5923836389280677,0.588235294117647
80,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6521827872409678,0.6712407089765581,0.6033950617283951,0.5514809590973202,0.5762711864406781
148,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 500}",0.6521312520342845,0.6340766152086906,0.5348133198789102,0.7475317348377997,0.6235294117647059
63,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6518945969404362,0.6700971983990852,0.600609756097561,0.5557122708039492,0.5772893772893772
169,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 5}",0.6517033741998483,0.6666666666666666,0.5918367346938775,0.5726375176304654,0.582078853046595
165,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 3}",0.6511907345123142,0.6655231560891939,0.5895953757225434,0.5754583921015515,0.5824411134903641
157,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'tanh', 'alpha': 0.01, 'max_iter': 500}",0.6509689975046111,0.657518582046884,0.5719895287958116,0.616361071932299,0.593346911065852
36,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6508679613757188,0.6718124642652945,0.606973058637084,0.5401974612129761,0.5716417910447762
170,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 7}",0.650805576651839,0.6666666666666666,0.5929203539823009,0.5669957686882934,0.5796683489545783
194,SVC,"{'C': 1000, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6507431919279592,0.6615208690680389,0.5806896551724138,0.5937940761636107,0.5871687587168758
191,SVC,"{'C': 100, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6507431919279592,0.6615208690680389,0.5806896551724138,0.5937940761636107,0.5871687587168758
42,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6503234512314202,0.6700971983990852,0.602803738317757,0.5458392101551481,0.5729089563286454
70,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6502597103178909,0.6689536878216124,0.5996932515337423,0.5514809590973202,0.5745775165319619
45,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6499688076380601,0.6758147512864494,0.621160409556314,0.5133991537376587,0.5621621621621622
65,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.649842682000651,0.6695254431103488,0.6018662519440124,0.5458392101551481,0.5724852071005918
49,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6498108115438863,0.6689536878216124,0.6003086419753086,0.5486600846262342,0.5733235077376565
175,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 5}",0.6495877183465337,0.6649514008004574,0.5900439238653001,0.5684062059238364,0.5790229885057471
48,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6486553379624607,0.6723842195540308,0.6122112211221122,0.5232722143864598,0.5642585551330798
43,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6485597265921665,0.6706689536878216,0.607085346215781,0.5317348377997179,0.5669172932330827
66,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6479833459911033,0.6683819325328759,0.6012558869701727,0.5401974612129761,0.5690936106983655
46,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6477588966041011,0.6683819325328759,0.6015748031496063,0.538787023977433,0.568452380952381
38,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6475025767603342,0.6678101772441395,0.6003134796238244,0.5401974612129761,0.5686711210096511
61,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6473099978300965,0.6683819325328759,0.6022187004754358,0.535966149506347,0.5671641791044776
172,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5}",0.6470550341759793,0.6638078902229846,0.5901639344262295,0.5585331452750353,0.5739130434782609
50,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6470536779863296,0.6678101772441395,0.6009463722397477,0.53737658674189,0.5673864482501862
33,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6467641314961484,0.6706689536878216,0.6099173553719008,0.5204513399153737,0.5616438356164383
173,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 7}",0.6467017467722687,0.6655231560891939,0.5950920245398773,0.5472496473906912,0.5701689933872153
118,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500}",0.6465118802213301,0.6580903373356204,0.5771905424200278,0.5853314527503526,0.5812324929971989
58,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.646509167842031,0.6660949113779302,0.5968992248062015,0.5430183356840621,0.568685376661743
166,GradientBoostingClassifier,"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5}",0.6463816860149724,0.6638078902229846,0.5909774436090226,0.5543018335684062,0.5720524017467249
79,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6463152327221439,0.6706689536878216,0.610648918469218,0.5176304654442877,0.5603053435114504
39,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6460921395247912,0.6666666666666666,0.5990566037735849,0.53737658674189,0.5665427509293681
37,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6459965281544972,0.6649514008004574,0.5944700460829493,0.5458392101551481,0.5691176470588236
171,GradientBoostingClassifier,"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3}",0.6457734349571445,0.6609491137793024,0.5845481049562682,0.5655853314527504,0.5749103942652329
177,XGBClassifier,{},0.6452275686231963,0.6632361349342482,0.5909090909090909,0.5500705218617772,0.5697589481373266
75,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6452275686231963,0.6632361349342482,0.5909090909090909,0.5500705218617772,0.5697589481373266
52,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6450017630465444,0.6672384219554031,0.6022544283413849,0.5275035260930888,0.5624060150375939
41,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6449047954866007,0.6695254431103488,0.6093489148580968,0.5148095909732017,0.5581039755351682
76,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6448742812194858,0.6649514008004574,0.5959438377535101,0.538787023977433,0.5659259259259259
131,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000}",0.6445928718672018,0.6437964551172098,0.5515587529976019,0.6488011283497884,0.5962410887880751
53,RandomForestClassifier,"{'n_estimators': 50, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6445528642725399,0.6672384219554031,0.6029173419773096,0.5246826516220028,0.5610859728506787
54,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True, 'criterion': 'gini'}",0.6444253824454811,0.6649514008004574,0.5965463108320251,0.535966149506347,0.5646359583952453
185,SVC,"{'C': 1, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3}",0.6442619615927091,0.6740994854202401,0.6261343012704175,0.48660084626234135,0.5476190476190477
73,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True, 'criterion': 'gini'}",0.6441690626017142,0.664379645511721,0.5953125,0.53737658674189,0.5648628613787992
56,RandomForestClassifier,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True, 'criterion': 'gini'}",0.6441690626017142,0.664379645511721,0.5953125,0.53737658674189,0.5648628613787992
