,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
822,SVC,"{'C': 1000, 'kernel': 'linear', 'gamma': 'scale'}",0.6938048127187109,0.995460557960558,0.6962264150943396,0.9955849889624724,0.6570247933884298,0.9947089947089948,0.6708860759493671,0.9947089947089948,0.6638830897703549,0.9947089947089948
824,SVC,"{'C': 1000, 'kernel': 'linear', 'gamma': 0.05}",0.6938048127187109,0.995460557960558,0.6962264150943396,0.9955849889624724,0.6570247933884298,0.9947089947089948,0.6708860759493671,0.9947089947089948,0.6638830897703549,0.9947089947089948
826,SVC,"{'C': 1000, 'kernel': 'linear', 'gamma': 0.1}",0.6938048127187109,0.995460557960558,0.6962264150943396,0.9955849889624724,0.6570247933884298,0.9947089947089948,0.6708860759493671,0.9947089947089948,0.6638830897703549,0.9947089947089948
0,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale'}",0.7945774110395876,0.933411495911496,0.7971698113207547,0.933774834437086,0.7749469214437368,0.911917098445596,0.770042194092827,0.9312169312169312,0.7724867724867726,0.9214659685863872
1,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.7935225587189124,0.9092111592111592,0.7962264150943397,0.911699779249448,0.774468085106383,0.8941798941798942,0.7679324894514767,0.8941798941798942,0.771186440677966,0.8941798941798942
2,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.7932273440762662,0.8838383838383839,0.7943396226415095,0.8830022075055187,0.7633744855967078,0.84,0.7827004219409283,0.8888888888888888,0.7729166666666667,0.8637532133676092
3,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.7931337394334759,0.9273388648388649,0.7924528301886793,0.9249448123620309,0.751984126984127,0.8855721393034826,0.79957805907173,0.9417989417989416,0.7750511247443762,0.9128205128205128
4,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'adam'}",0.7928385247908296,0.8875962000962001,0.7905660377358491,0.8830022075055187,0.7423076923076923,0.8238095238095238,0.8143459915611815,0.9153439153439152,0.7766599597585514,0.8671679197994988
5,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'adam'}",0.79192407943434,0.8982082732082732,0.7924528301886793,0.8962472406181016,0.758130081300813,0.8514851485148515,0.7869198312236287,0.91005291005291,0.7722567287784678,0.8797953964194373
6,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'adam'}",0.7913948531847179,0.9095117845117844,0.7858490566037736,0.9006622516556292,0.7233273056057866,0.8272727272727273,0.8438818565400844,0.9629629629629628,0.7789678675754625,0.8899755501222494
7,RandomForestClassifier,"{'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'n_estimators': 100}",0.7903580017568872,0.976911976911977,0.7933962264150943,0.9757174392935982,0.7730192719486081,0.9587628865979382,0.7616033755274262,0.984126984126984,0.767268862911796,0.9712793733681462
8,RandomForestClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 50}",0.7901563917570311,0.9882756132756132,0.7933962264150943,0.9889624724061812,0.7741935483870968,0.9893617021276596,0.759493670886076,0.984126984126984,0.7667731629392971,0.986737400530504
9,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.7891627424720266,0.88498075998076,0.789622641509434,0.8852097130242825,0.7545638945233266,0.8477157360406091,0.7848101265822784,0.8835978835978836,0.7693898655635988,0.8652849740932643
10,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'adam'}",0.7884175055082732,0.9243025493025492,0.7867924528301887,0.9205298013245032,0.7412451361867705,0.8731707317073171,0.8037974683544303,0.9470899470899472,0.771255060728745,0.9086294416243654
11,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.7882626978298124,0.8898809523809523,0.7877358490566038,0.8874172185430463,0.7475149105367793,0.8382352941176471,0.7932489451476793,0.9047619047619048,0.7697031729785057,0.8702290076335878
12,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'relu', 'alpha': 0.0001, 'max_iter': 200, 'solver': 'adam'}",0.7877514724730347,0.8906625781625782,0.789622641509434,0.891832229580574,0.7620041753653445,0.8608247422680413,0.770042194092827,0.8835978835978836,0.7660020986358868,0.8720626631853785
13,SVC,"{'C': 0.01, 'kernel': 'poly', 'gamma': 0.05}",0.786433807116833,0.8816137566137566,0.7915094339622641,0.8874172185430463,0.7829977628635347,0.8791208791208791,0.7383966244725738,0.8465608465608465,0.760043431053203,0.862533692722372
