,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
0,SVC,"{'C': 0.01, 'kernel': 'poly', 'gamma': 0.05}",0.8808739379226634,0.8734320385148058,0.881578947368421,0.8721528288023512,0.8873239436619719,0.8322683706070287,0.863013698630137,0.8830508474576271,0.875,0.8569078947368421
1,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'adam'}",0.8692561123634472,0.8892314625513861,0.868421052631579,0.884643644379133,0.8441558441558441,0.8295281582952816,0.8904109589041096,0.923728813559322,0.8666666666666666,0.8740978348035285
2,SVC,"{'C': 1, 'kernel': 'rbf', 'gamma': 0.05}",0.8676955089301196,0.8875442414649696,0.868421052631579,0.8861131520940485,0.8732394366197183,0.848,0.8493150684931506,0.8983050847457628,0.861111111111111,0.8724279835390946
3,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'tanh', 'alpha': 0.0001, 'max_iter': 500, 'solver': 'adam'}",0.8629269984393966,0.905878344215085,0.8618421052631579,0.8978692138133725,0.8333333333333334,0.8272859216255443,0.8904109589041096,0.9661016949152542,0.8609271523178808,0.8913213448006255
4,SVC,"{'C': 10, 'kernel': 'rbf', 'gamma': 'scale'}",0.8608461938616265,0.9070434610565192,0.8618421052631579,0.9059515062454078,0.8714285714285714,0.8737864077669902,0.8356164383561644,0.9152542372881356,0.8531468531468531,0.8940397350993378
5,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.01, 'max_iter': 200, 'solver': 'lbfgs'}",0.8608461938616265,0.8831596649739497,0.8618421052631579,0.8831741366642175,0.8714285714285714,0.8527004909983633,0.8356164383561644,0.8830508474576271,0.8531468531468531,0.8676103247293921
6,LogisticRegression,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.8608461938616265,0.9003671217217349,0.8618421052631579,0.9015429831006612,0.8714285714285714,0.8825503355704698,0.8356164383561644,0.8915254237288136,0.8531468531468531,0.8870151770657673
7,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8565978845153459,0.8888775308316296,0.8552631578947368,0.8824393828067597,0.8227848101265823,0.8180473372781065,0.8904109589041096,0.9372881355932204,0.855263157894737,0.8736176935229069
8,MLPClassifier,"{'hidden_layer_sizes': (50, 50), 'activation': 'relu', 'alpha': 0.001, 'max_iter': 200, 'solver': 'adam'}",0.8565978845153459,0.8876684473169337,0.8552631578947368,0.8765613519470977,0.8227848101265823,0.7914364640883977,0.8904109589041096,0.971186440677966,0.855263157894737,0.8721461187214611
9,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'tanh', 'alpha': 0.001, 'max_iter': 500, 'solver': 'adam'}",0.8565978845153459,0.9060256325705116,0.8552631578947368,0.8971344599559148,0.8227848101265823,0.8223495702005731,0.8904109589041096,0.9728813559322034,0.855263157894737,0.8913043478260869
