,Unnamed: 0.1,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
712,544.0,RandomForestClassifier,"{'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'n_estimators': 10}",0.7377101240631748,0.8036265432098766,0.7371202113606341,0.8042328042328042,0.6923076923076923,0.7573099415204678,0.7433628318584071,0.7993827160493827,0.716927453769559,0.7777777777777778
714,545.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7375125262875613,0.960648148148148,0.7384412153236459,0.9576719576719576,0.6997167138810199,0.9244186046511628,0.7286135693215339,0.9814814814814816,0.7138728323699421,0.9520958083832336
715,546.0,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.7371984869656039,0.7635030864197531,0.7424042272126816,0.7724867724867724,0.7236024844720497,0.7516556291390728,0.6873156342182891,0.7006172839506173,0.7049924357034796,0.7252396166134185
716,547.0,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.7371984869656039,0.7592592592592593,0.7424042272126816,0.7685185185185185,0.7236024844720497,0.7475083056478405,0.6873156342182891,0.6944444444444444,0.7049924357034796,0.7200000000000001
717,548.0,SVC,"{'C': 0.1, 'kernel': 'rbf', 'gamma': 'scale'}",0.73716320164853,0.7407407407407407,0.7463672391017173,0.7526455026455027,0.7508532423208191,0.7370242214532872,0.6489675516224189,0.6574074074074074,0.6962025316455697,0.6949429037520392
718,549.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.737071459824138,0.9548611111111112,0.7357992073976222,0.955026455026455,0.6883468834688347,0.9420731707317072,0.7492625368731564,0.9537037037037036,0.7175141242937852,0.9478527607361964
719,550.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.737071459824138,0.9637345679012346,0.7357992073976222,0.958994708994709,0.6883468834688347,0.9150141643059492,0.7492625368731564,0.9969135802469136,0.7175141242937852,0.9542097488921714
720,551.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7368738620485243,0.9502314814814816,0.7371202113606341,0.9470899470899472,0.6955307262569832,0.9104046242774566,0.7345132743362832,0.9722222222222222,0.7144906743185079,0.9402985074626864
721,552.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7368385767314505,0.9849537037037036,0.7410832232496698,0.9867724867724867,0.7173252279635258,0.9968354430379748,0.696165191740413,0.9722222222222222,0.7065868263473054,0.984375
722,553.0,LogisticRegression,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}",0.7368032914143766,0.7573302469135802,0.7450462351387054,0.7698412698412699,0.7433333333333333,0.7640845070422535,0.6578171091445427,0.6697530864197531,0.6979655712050078,0.7138157894736842
723,554.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7367574205021806,0.9849537037037036,0.7397622192866579,0.9867724867724867,0.7100591715976331,0.9968354430379748,0.7079646017699115,0.9722222222222222,0.7090103397341211,0.984375
724,555.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7360376000338739,0.9054783950617284,0.7371202113606341,0.906084656084656,0.6988636363636364,0.8821752265861027,0.7256637168141593,0.9012345679012346,0.7120115774240231,0.8916030534351145
725,556.0,RandomForestClassifier,"{'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'n_estimators': 10}",0.735956443804604,0.7399691358024691,0.7357992073976222,0.7380952380952381,0.6925207756232687,0.6740331491712708,0.7374631268436578,0.7530864197530864,0.7142857142857143,0.7113702623906706
726,557.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7358752875753342,0.9251543209876544,0.7344782034346103,0.9285714285714286,0.6864864864864865,0.929936305732484,0.7492625368731564,0.9012345679012346,0.7165021156558533,0.915360501567398
727,558.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7356776897997206,0.972993827160494,0.7357992073976222,0.9735449735449736,0.6935933147632312,0.9691358024691358,0.7345132743362832,0.9691358024691358,0.7134670487106017,0.969135802469136
728,559.0,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.735444806707033,0.7600308641975309,0.7410832232496698,0.7698412698412699,0.7241379310344828,0.7516778523489933,0.6814159292035398,0.691358024691358,0.7021276595744681,0.720257234726688
729,560.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7352824942484933,0.9772376543209876,0.7384412153236459,0.9775132275132276,0.7091988130563798,0.9723076923076924,0.7050147492625368,0.9753086419753086,0.7071005917159764,0.9738058551617874
730,561.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7352013380192235,0.9675925925925926,0.7371202113606341,0.9695767195767196,0.7023121387283237,0.9747634069400632,0.7168141592920354,0.9537037037037036,0.7094890510948905,0.9641185647425896
731,562.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7350743108777575,0.9255401234567902,0.7305151915455746,0.9232804232804231,0.6717557251908397,0.8866279069767442,0.7787610619469026,0.941358024691358,0.7213114754098361,0.9131736526946108
732,563.0,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'n_estimators': 10}",0.7349578693314138,0.751929012345679,0.7331571994715984,0.7513227513227513,0.6836461126005362,0.692090395480226,0.7522123893805309,0.7561728395061729,0.7162921348314608,0.7227138643067846
734,564.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7348061424679962,0.972608024691358,0.7397622192866579,0.9761904761904762,0.7191358024691358,0.9967532467532468,0.6873156342182891,0.9475308641975309,0.702865761689291,0.971518987341772
735,565.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7348061424679962,0.9367283950617284,0.7397622192866579,0.9391534391534392,0.7191358024691358,0.9371069182389936,0.6873156342182891,0.9197530864197532,0.702865761689291,0.9283489096573208
736,566.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7347144006436042,0.952932098765432,0.7291941875825627,0.9484126984126984,0.6675,0.9036827195467422,0.7876106194690266,0.984567901234568,0.7225981055480378,0.9423929098966026
737,567.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7346897009216525,0.9050925925925926,0.7424042272126816,0.91005291005291,0.7368421052631579,0.9155844155844156,0.6607669616519174,0.8703703703703703,0.6967340590979781,0.8924050632911392
738,568.0,LogisticRegression,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga'}",0.734410946916769,0.7635030864197531,0.7424042272126816,0.7751322751322751,0.7384105960264901,0.7673611111111112,0.6578171091445427,0.6820987654320988,0.6957878315132605,0.7222222222222221
739,569.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7343192050923769,0.949074074074074,0.7318361955085865,0.9457671957671958,0.6798941798941799,0.9077809798270894,0.7581120943952803,0.9722222222222222,0.7168758716875872,0.9388971684053652
740,570.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7341216073167633,0.9386574074074074,0.7331571994715984,0.9431216931216932,0.6866485013623979,0.9576547231270358,0.7433628318584071,0.9074074074074074,0.7138810198300284,0.9318541996830428
742,571.0,RandomForestClassifier,"{'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'n_estimators': 100}",0.733807567994806,0.7418981481481481,0.7371202113606341,0.746031746031746,0.7083333333333334,0.7,0.7020648967551623,0.7129629629629629,0.7051851851851852,0.7064220183486237
743,572.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7335288139899225,0.9911265432098766,0.7371202113606341,0.992063492063492,0.7095808383233533,0.996875,0.6991150442477876,0.984567901234568,0.7043090638930163,0.9906832298136646
744,573.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7334829430777265,0.9560185185185184,0.7318361955085865,0.9537037037037036,0.6827956989247311,0.9237536656891496,0.7492625368731564,0.9722222222222222,0.7144866385372715,0.9473684210526316
745,574.0,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.01, 'max_iter': 1000, 'solver': 'sgd'}",0.7333312162143089,0.7604166666666666,0.7384412153236459,0.7698412698412699,0.718266253869969,0.75,0.6843657817109144,0.6944444444444444,0.7009063444108762,0.721153846153846
746,575.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7328901497508856,0.9594907407407408,0.7357992073976222,0.9603174603174603,0.7050147492625368,0.9537037037037036,0.7050147492625368,0.9537037037037036,0.7050147492625368,0.9537037037037036
747,576.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7328901497508856,0.96875,0.7357992073976222,0.9708994708994708,0.7050147492625368,0.9778481012658228,0.7050147492625368,0.9537037037037036,0.7050147492625368,0.965625
748,577.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7328089935216158,0.9672067901234568,0.7344782034346103,0.9682539682539684,0.6982758620689655,0.9658385093167702,0.7168141592920354,0.9598765432098766,0.7074235807860262,0.9628482972136224
749,578.0,MLPClassifier,"{'hidden_layer_sizes': (50,), 'activation': 'logistic', 'alpha': 0.001, 'max_iter': 1000, 'solver': 'sgd'}",0.7327737082045419,0.7592592592592593,0.7384412153236459,0.7685185185185185,0.7210031347962382,0.7475083056478405,0.6784660766961652,0.6944444444444444,0.6990881458966565,0.7200000000000001
750,579.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7326113957460022,0.9347993827160492,0.7357992073976222,0.9404761904761904,0.7062314540059347,0.9634551495016612,0.7020648967551623,0.8950617283950617,0.7041420118343195,0.928
752,580.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7324490832874624,0.9567901234567902,0.7331571994715984,0.9537037037037036,0.6929577464788732,0.9188405797101448,0.7256637168141593,0.9783950617283952,0.7089337175792506,0.9476831091180868
753,581.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7321350439655051,0.9679783950617284,0.7371202113606341,0.9695767195767196,0.7160493827160493,0.9717868338557992,0.6843657817109144,0.9567901234567902,0.6998491704374057,0.9642301710730948
754,582.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.732089173053309,0.9506172839506172,0.7318361955085865,0.9484126984126984,0.6878453038674033,0.9178885630498532,0.7345132743362832,0.9660493827160492,0.710413694721826,0.9413533834586466
755,583.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7320538877362351,0.9637345679012346,0.7357992073976222,0.9642857142857144,0.7087087087087087,0.9569230769230768,0.696165191740413,0.9598765432098766,0.7023809523809524,0.958397534668721
756,584.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7319727315069653,0.976851851851852,0.7344782034346103,0.9788359788359788,0.7017543859649122,0.9873417721518988,0.7079646017699115,0.9629629629629628,0.7048458149779735,0.975
757,586.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7317751337313517,0.9972993827160492,0.7357992073976222,0.9973544973544972,0.7099697885196374,0.9969135802469136,0.6932153392330384,0.9969135802469136,0.7014925373134329,0.9969135802469136
758,587.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7317751337313517,0.9347993827160492,0.7357992073976222,0.9404761904761904,0.7099697885196374,0.9634551495016612,0.6932153392330384,0.8950617283950617,0.7014925373134329,0.928
759,585.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7317751337313517,0.9521604938271604,0.7357992073976222,0.955026455026455,0.7099697885196374,0.961783439490446,0.6932153392330384,0.9320987654320988,0.7014925373134329,0.9467084639498432
760,588.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7316128212728119,0.9641203703703703,0.7331571994715984,0.966931216931217,0.6962750716332379,0.977635782747604,0.7168141592920354,0.9444444444444444,0.7063953488372092,0.9607535321821036
761,589.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7313340672679285,0.9675925925925926,0.7331571994715984,0.9682539682539684,0.6974063400576369,0.9629629629629628,0.7138643067846607,0.9629629629629628,0.7055393586005831,0.9629629629629628
762,592.0,SVC,"{'C': 1000, 'kernel': 'linear', 'gamma': 0.05}",0.7311364694923148,0.9972993827160492,0.7344782034346103,0.9973544973544972,0.7053571428571429,0.9969135802469136,0.6991150442477876,0.9969135802469136,0.7022222222222223,0.9969135802469136
763,591.0,SVC,"{'C': 1000, 'kernel': 'linear', 'gamma': 0.1}",0.7311364694923148,0.9972993827160492,0.7344782034346103,0.9973544973544972,0.7053571428571429,0.9969135802469136,0.6991150442477876,0.9969135802469136,0.7022222222222223,0.9969135802469136
764,590.0,SVC,"{'C': 1000, 'kernel': 'linear', 'gamma': 'scale'}",0.7311364694923148,0.9972993827160492,0.7344782034346103,0.9973544973544972,0.7053571428571429,0.9969135802469136,0.6991150442477876,0.9969135802469136,0.7022222222222223,0.9969135802469136
767,593.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7305789614825479,0.9695216049382716,0.7344782034346103,0.9722222222222222,0.7078313253012049,0.9840255591054312,0.6932153392330384,0.9506172839506172,0.7004470938897168,0.9670329670329668
768,594.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7304166490240082,0.9247685185185184,0.7318361955085865,0.9272486772486772,0.6942857142857143,0.9216300940438872,0.7168141592920354,0.9074074074074074,0.7053701015965166,0.9144634525660964
769,595.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7302190512483945,0.9737654320987654,0.7331571994715984,0.9748677248677248,0.7020648967551623,0.9750778816199376,0.7020648967551623,0.9660493827160492,0.7020648967551623,0.9705426356589149
771,596.0,MLPClassifier,"{'hidden_layer_sizes': (100,), 'activation': 'logistic', 'alpha': 0.0001, 'max_iter': 1000, 'solver': 'sgd'}",0.7301026097020508,0.7592592592592593,0.7357992073976222,0.7685185185185185,0.7178683385579937,0.7475083056478405,0.6755162241887905,0.6944444444444444,0.6960486322188449,0.7200000000000001
772,597.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7300567387898548,0.922067901234568,0.7305151915455746,0.9232804232804231,0.6890756302521008,0.9079754601226994,0.7256637168141593,0.9135802469135802,0.7068965517241379,0.9107692307692308
773,598.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7300214534727809,0.9182098765432098,0.7344782034346103,0.921957671957672,0.7103658536585366,0.9233226837060704,0.6873156342182891,0.8919753086419753,0.6986506746626687,0.9073783359497644
774,599.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7299402972435111,0.9170524691358024,0.7331571994715984,0.921957671957672,0.7032640949554896,0.9315960912052116,0.6991150442477876,0.8827160493827161,0.7011834319526626,0.9064976228209192
775,600.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'random'}",0.7298238556971673,0.9972993827160492,0.7357992073976222,0.9973544973544972,0.7192429022082019,0.9969135802469136,0.672566371681416,0.9969135802469136,0.6951219512195121,0.9969135802469136
776,601.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7295803870093577,0.9972993827160492,0.7318361955085865,0.9973544973544972,0.6976744186046512,0.9969135802469136,0.7079646017699115,0.9969135802469136,0.7027818448023425,0.9969135802469136
779,602.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'random'}",0.7290228789995907,0.9637345679012346,0.7318361955085865,0.966931216931217,0.7,0.9807073954983924,0.7020648967551623,0.941358024691358,0.7010309278350515,0.9606299212598424
780,603.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7289417227703208,0.9579475308641976,0.7305151915455746,0.9603174603174603,0.6934097421203438,0.9651898734177216,0.7138643067846607,0.941358024691358,0.7034883720930232,0.953125
781,604.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7287441249947072,0.9320987654320988,0.7318361955085865,0.9378306878306878,0.7011834319526628,0.9601328903654484,0.6991150442477876,0.8919753086419753,0.7001477104874446,0.9248
782,605.0,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'n_estimators': 200}",0.728303058531284,0.7357253086419753,0.7291941875825627,0.7367724867724867,0.6892655367231638,0.6801152737752162,0.7197640117994101,0.7283950617283951,0.7041847041847041,0.7034277198211625
783,606.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7281866169849402,0.96875,0.7318361955085865,0.9708994708994708,0.7035928143712575,0.9778481012658228,0.6932153392330384,0.9537037037037036,0.6983655274888558,0.965625
784,607.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7278725776629829,0.935570987654321,0.7357992073976222,0.9417989417989416,0.7293729372937293,0.9697986577181208,0.6519174041297935,0.8919753086419753,0.6884735202492211,0.9292604501607716
785,608.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7278619920678607,0.9583333333333334,0.726552179656539,0.9603174603174603,0.6783783783783783,0.9622641509433962,0.7404129793510325,0.9444444444444444,0.7080394922425953,0.9532710280373832
788,609.0,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'n_estimators': 50}",0.7275832380629772,0.7557870370370371,0.726552179656539,0.7526455026455027,0.6793478260869565,0.6866485013623979,0.7374631268436578,0.7777777777777778,0.7072135785007072,0.7293777134587555
789,610.0,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.05, 'n_estimators': 10}",0.7274667965166335,0.7403549382716049,0.7291941875825627,0.7420634920634921,0.6925287356321839,0.6880466472303207,0.7109144542772862,0.7283950617283951,0.7016011644832605,0.7076461769115442
790,611.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7273856402873636,0.9629629629629628,0.7278731836195509,0.966931216931217,0.6862745098039216,0.986970684039088,0.7227138643067846,0.9351851851851852,0.7040229885057471,0.960380348652932
791,612.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7270716009654062,0.960648148148148,0.7318361955085865,0.9642857142857144,0.7085889570552147,0.9805825242718448,0.6814159292035398,0.9351851851851852,0.6947368421052631,0.9573459715639812
792,613.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.7268281322775967,0.9934413580246914,0.7278731836195509,0.9933862433862434,0.6883852691218131,0.9907692307692308,0.7168141592920354,0.9938271604938272,0.7023121387283238,0.9922958397534668
793,614.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'entropy', 'splitter': 'best'}",0.726630534501983,0.9934413580246914,0.7291941875825627,0.9933862433862434,0.695906432748538,0.9907692307692308,0.7020648967551623,0.9938271604938272,0.6989720998531571,0.9922958397534668
796,615.0,DecisionTreeClassifier,"{'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7265493782727132,0.945601851851852,0.7278731836195509,0.9431216931216932,0.6894586894586895,0.9096209912536444,0.7138643067846607,0.9629629629629628,0.7014492753623188,0.9355322338830584
798,617.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'best'}",0.7264329367263694,0.9972993827160492,0.7305151915455746,0.9973544973544972,0.7039274924471299,0.9969135802469136,0.6873156342182891,0.9969135802469136,0.6955223880597016,0.9969135802469136
799,616.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7264329367263694,0.9579475308641976,0.7305151915455746,0.9603174603174603,0.7039274924471299,0.9651898734177216,0.6873156342182891,0.941358024691358,0.6955223880597016,0.953125
800,618.0,RandomForestClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.05, 'n_estimators': 200}",0.7262706242678296,0.7268518518518519,0.7278731836195509,0.7301587301587301,0.6905444126074498,0.6785714285714286,0.7109144542772862,0.7037037037037037,0.7005813953488372,0.6909090909090909
801,619.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7261894680385598,0.9972993827160492,0.726552179656539,0.9973544973544972,0.6843575418994413,0.9969135802469136,0.7227138643067846,0.9969135802469136,0.703012912482066,0.9969135802469136
802,620.0,DecisionTreeClassifier,"{'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7261894680385598,0.9776234567901234,0.726552179656539,0.9788359788359788,0.6843575418994413,0.98125,0.7227138643067846,0.9691358024691358,0.703012912482066,0.9751552795031057
804,621.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0, 'criterion': 'log_loss', 'splitter': 'random'}",0.7259107140336764,0.9324845679012346,0.726552179656539,0.9351851851851852,0.6853932584269663,0.9337539432176656,0.7197640117994101,0.9135802469135802,0.702158273381295,0.923556942277691
805,622.0,DecisionTreeClassifier,"{'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0, 'criterion': 'gini', 'splitter': 'best'}",0.7256319600287928,0.9760802469135802,0.726552179656539,0.9775132275132276,0.6864406779661016,0.9811912225705328,0.7168141592920354,0.9660493827160492,0.7012987012987013,0.973561430793157
