,model,hyperparams,roc_auc,train_roc_auc,accuracy,train_accuracy,precision,train_precision,recall,train_recall,f1,train_f1
0,RandomForestClassifier,{},0.4866862607474996,0.9886623937271487,0.49834983498349833,0.9892561983471074,0.44036697247706424,0.9944954128440368,0.34532374100719426,0.9818840579710145,0.38709677419354843,0.9881494986326346
