,model,roc_auc,accuracy,precision,recall,f1
0,DecisionTreeClassifier,0.6542590806814529,0.6621004566210046,0.5935828877005348,0.6065573770491803,0.6
1,RandomForestClassifier,0.6985856637737062,0.7146118721461188,0.6790123456790124,0.6010928961748634,0.6376811594202898
2,LogisticRegression,0.7045323047251687,0.726027397260274,0.7142857142857143,0.5737704918032787,0.6363636363636364
3,MLPClassifier,0.651205400192864,0.6917808219178082,0.74,0.40437158469945356,0.5229681978798587
4,GradientBoostingClassifier,0.6806493089038894,0.7009132420091324,0.6710526315789473,0.5573770491803278,0.608955223880597
5,XGBClassifier,0.7064288010286082,0.723744292237443,0.6962025316455697,0.6010928961748634,0.6451612903225807
6,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
7,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
8,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
9,SVC,0.5877209900353585,0.6484018264840182,0.7843137254901961,0.2185792349726776,0.34188034188034194
10,SVC,0.5877209900353585,0.6484018264840182,0.7843137254901961,0.2185792349726776,0.34188034188034194
11,SVC,0.5877209900353585,0.6484018264840182,0.7843137254901961,0.2185792349726776,0.34188034188034194
12,SVC,0.5479267116682739,0.6164383561643836,0.7272727272727273,0.13114754098360656,0.22222222222222224
13,SVC,0.7090324654451945,0.7168949771689498,0.6612021857923497,0.6612021857923497,0.6612021857923497
14,SVC,0.686595949855352,0.7123287671232876,0.708029197080292,0.5300546448087432,0.6062500000000001
15,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
16,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
17,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
18,SVC,0.5588556734169077,0.6255707762557078,0.7567567567567568,0.15300546448087432,0.2545454545454546
19,SVC,0.580295724847316,0.6415525114155252,0.76,0.20765027322404372,0.32618025751072965
20,SVC,0.596978463516554,0.6484018264840182,0.6933333333333334,0.28415300546448086,0.40310077519379844
21,SVC,0.6397942783670846,0.6757990867579908,0.6814159292035398,0.4207650273224044,0.5202702702702703
22,SVC,0.6397942783670846,0.6757990867579908,0.6814159292035398,0.4207650273224044,0.5202702702702703
23,SVC,0.6397942783670846,0.6757990867579908,0.6814159292035398,0.4207650273224044,0.5202702702702703
24,SVC,0.650369656059145,0.6872146118721462,0.7090909090909091,0.4262295081967213,0.5324232081911263
25,SVC,0.7204435872709741,0.7328767123287672,0.6941176470588235,0.644808743169399,0.6685552407932012
26,SVC,0.7074895531983285,0.7168949771689498,0.664804469273743,0.6502732240437158,0.6574585635359116
27,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
28,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
29,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
30,SVC,0.6308903889424622,0.6735159817351598,0.7083333333333334,0.37158469945355194,0.4874551971326165
31,SVC,0.7104789456766313,0.7374429223744292,0.7575757575757576,0.546448087431694,0.634920634920635
32,SVC,0.6702667952426873,0.7031963470319634,0.7226890756302521,0.46994535519125685,0.5695364238410596
33,SVC,0.6975249116039858,0.7214611872146118,0.7163120567375887,0.5519125683060109,0.6234567901234568
34,SVC,0.6975249116039858,0.7214611872146118,0.7163120567375887,0.5519125683060109,0.6234567901234568
35,SVC,0.6975249116039858,0.7214611872146118,0.7163120567375887,0.5519125683060109,0.6234567901234568
36,SVC,0.7111218257794921,0.728310502283105,0.7025316455696202,0.6065573770491803,0.6510263929618768
37,SVC,0.6777884924461588,0.6894977168949772,0.6342857142857142,0.6065573770491803,0.6201117318435753
38,SVC,0.6962070073931211,0.7100456621004566,0.6666666666666666,0.6120218579234973,0.6381766381766381
39,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
40,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
41,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
42,SVC,0.7013821922211507,0.7214611872146118,0.7019867549668874,0.5792349726775956,0.6347305389221557
43,SVC,0.7036322725811637,0.7168949771689498,0.6745562130177515,0.6229508196721312,0.6477272727272727
44,SVC,0.7137897782063645,0.726027397260274,0.6842105263157895,0.639344262295082,0.6610169491525425
45,SVC,0.7087431693989072,0.723744292237443,0.6890243902439024,0.6174863387978142,0.6512968299711815
46,SVC,0.7087431693989072,0.723744292237443,0.6890243902439024,0.6174863387978142,0.6512968299711815
47,SVC,0.7087431693989072,0.723744292237443,0.6890243902439024,0.6174863387978142,0.6512968299711815
48,SVC,0.7235294117647058,0.7328767123287672,0.6853932584269663,0.6666666666666666,0.6759002770083102
49,SVC,0.6883638701382192,0.7009132420091324,0.6511627906976745,0.6120218579234973,0.6309859154929578
50,SVC,0.6836708453873352,0.6963470319634704,0.6453488372093024,0.6065573770491803,0.6253521126760564
51,SVC,0.5921247187399551,0.6050228310502284,0.5280898876404494,0.5136612021857924,0.5207756232686982
52,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
53,SVC,0.5,0.5821917808219178,0.0,0.0,0.0
54,SVC,0.7145612343297976,0.726027397260274,0.6820809248554913,0.644808743169399,0.6629213483146068
55,SVC,0.6895531983285118,0.7031963470319634,0.6568047337278107,0.6065573770491803,0.6306818181818182
56,SVC,0.7051751848280297,0.7168949771689498,0.6705202312138728,0.6338797814207651,0.651685393258427
57,SVC,0.6910961105753777,0.7031963470319634,0.653179190751445,0.6174863387978142,0.6348314606741573
58,SVC,0.6910961105753777,0.7031963470319634,0.653179190751445,0.6174863387978142,0.6348314606741573
59,SVC,0.6910961105753777,0.7031963470319634,0.653179190751445,0.6174863387978142,0.6348314606741573
