,model,set,rmse,mse,mae,r2
0,DecisionTreeRegressor,test,1.0755770991732139,1.1568660962658655,0.7785639854785479,0.3250413273643501
1,RandomForestRegressor,test,0.7154507777580189,0.5118698153945542,0.5441570290669968,0.701356127320059
2,LinearRegression,test,542600681.0196147,2.944154990429497e+17,41821084.8033344,-1.7177294336727046e+17
3,MLPRegressor,test,0.8863413231333264,0.7856009410937357,0.6843470242385387,0.5416512160452439
4,GradientBoostingRegressor,test,0.6738571187735312,0.4540834165217649,0.5257285058869418,0.7350708599113827
5,SVR,test,0.7415737379707049,0.5499316088478438,0.5709016787756878,0.6791494625467657
