,model,hyperparams,mse,train_mse,rmse,train_rmse,mae,train_mae,r2,train_r2
0,LinearRegression,{},681795441963446.0,0.086421713650178,26111212.95465697,0.2939757024826678,11223392.2473989,0.2525794454876266,-736804716263646.0,0.905042335622667
1,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale'}",200643.98951426183,204677.47749488408,447.93301900425007,452.41295018476654,375.8355493518921,380.8542662830384,-216831.54047331685,-224892.656844518
2,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale'}",200631.41483864016,204671.70076918876,447.9189824495498,452.40656578921215,375.8195432543311,380.8531221182787,-216817.95123564627,-224886.3095464072
3,SVR,"{'C': 1000, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale'}",200618.16183895737,204729.02080908985,447.9041882355616,452.4699114958804,375.759329839697,380.872572919194,-216803.6289447216,-224949.29113843
4,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale'}",1990.6352382512216,2035.91196435202,44.61653548014706,45.12108115229532,37.350458820299245,37.88102591456708,-2150.2455813436563,-2236.000828232681
5,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale'}",1989.402176861954,2035.7430176891555,44.6027149046104,45.11920896568506,37.347711364615286,37.88560257360597,-2148.913032911771,-2235.815194555306
6,SVR,"{'C': 100, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale'}",1986.907786807329,2030.6975562769328,44.57474382211668,45.06326171369459,37.361711122041946,37.87758163544049,-2146.2173880844075,-2230.2713883615293
7,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.1, 'gamma': 'scale'}",18.24805085358737,18.40699712648352,4.271773736235028,4.290337647141949,3.570434011171516,3.5835634962724616,-18.720357608760462,-19.225072860812848
8,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 0.01, 'gamma': 'scale'}",18.10573211991877,18.42608369573708,4.255083092011103,4.292561437619394,3.5636399605808915,3.585965919995377,-18.56655617841103,-19.246044627753623
9,SVR,"{'C': 10, 'kernel': 'sigmoid', 'epsilon': 1, 'gamma': 'scale'}",17.23640126234969,17.663934470746007,4.151674513054906,4.20284837589295,3.4810112916816043,3.524235537945544,-17.627085134125643,-18.408617235315
